car_model,car_brand,car_full_name,registration_year,km_to_date,sale_price,fuel_type,transmission_type,sale_picture_link
c1,citroen,citroen c1 1.2 vti feel,2016,77286,10990,gasolina,manual,none
c4,citroen,citroen c4 cactus 1.2 vti feel ed.hello,2017,112500,13450,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indtznboogfkazewejetu1revlrmufqifq.dqfbqkooawlxckn04chhgwyhoppgsxkqqonx1-pxtto/image;s=320x240
c3,citroen,citroen c3 1.2 puretech live,2017,131000,13950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im0zndb4b3kyz3drnc1tverwvexqvcj9.usuvi5rlud2h_6gpl9brte6vrdsscppormesogxyzpu/image;s=320x240
c4,citroen,citroen c4 1.2 puretech feel pack,2022,15900,22490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpinzc2dgj3yw5rctitu1revlrmufqifq.ypkvbpjvjkwrzbvdwglwabnh9vvbnfcbnstyzyanggw/image;s=320x240
c3,citroen,citroen c3,2018,56927,14599,gpl,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ims2bhv1oxfkazd3azmtu1revlrmufqifq.konpl2rz6-bvfwtpx3mazrr3myi_g3msg309ogbis0s/image;s=320x240
e-tron,audi,audi e-tron 55 quattro s line,2020,65561,53990,electrico,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijyzyzvycwnvzmkxztetu1revlrmufqifq.9nfxhwtyqd2fqeknscq8ggl7ypd6w2mm6qotuh7x_ra/image;s=320x240
a3,audi,audi a3 sportback 1.6 tdi ambiente,2014,134505,15250,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imp5cgthd3mwcge3cdmtu1revlrmufqifq.uilfzczs0sq6ixkq9djf6fzsmsyx-hd0mvljpuzenyq/image;s=320x240
c4,citroen,citroen c4 cactus 1.6 e-hdi feel etg6,2015,144000,13990,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvwz3z2ymnsbtk3ztmtu1revlrmufqifq.hy7r41gylqlbvelwvj7efwothcq44qwo6cai0wrtoe4/image;s=320x240
c4,citroen,citroen c4 cactus,2015,97000,14990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijb0agpmamnpzwqxaditu1revlrmufqifq.q8hkdjp9skq634k_hvsn5vr6wp2sqj2jp4wjksdmdce/image;s=320x240
c3,citroen,citroen c3 1.2 puretech feel,2017,78000,12490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injhbdnwmjm1mhoyazmtu1revlrmufqifq.oe5gv9d2fun9upvwuzxpfzqk0la_k4-osdulzk9zx7a/image;s=320x240
c4,citroen,citroen c4 grand picasso,2018,136000,18990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inptnze4cjbjmxfsyjmtu1revlrmufqifq.id7lcj5nwnhj6k78mkpklbrg8ucqntk1m0muqohqeq4/image;s=320x240
c4,citroen,citroen c4 grand picasso 1.6 bluehdi intensive eat6,2016,133000,17990,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inptmm9jmwl3cm56bjetu1revlrmufqifq.dzdgnmmdqza2xbvaeq_r4pcc9xrvohdlzyn1dxtjv_o/image;s=320x240
c4,citroen,citroen c4 cactus puretech 82 shine,2014,141510,11900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imf4ngiyenq3emhrztetu1revlrmufqifq.olwv8sdreyh9-7jopq3ivdnfczsqv5cwmplx8x7frlu/image;s=320x240
tt,audi,audi tt coupe,2008,190000,13950,gpl,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijg4awvjedvldtloai1tverwvexqvcj9.-s-9-bikv5gmlhrzr-dfcgrmmvjpsl-yjcgcjj8vh-0/image;s=320x240
tt,audi,audi tt coupe 1.8 t,2005,181000,7500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injkdhizy3zkbhvunzitu1revlrmufqifq.blxjg3saop2igjvu2bkex2gumboqsj6yvr5v-lfrxn0/image;s=320x240
,citroen,citroen saxo 1.6i 16v cup,1996,98047,12000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inezbgq2bm5wbhhrctmtu1revlrmufqifq.wvufh5u4lkz1z1x79dip5y_wtltxfgtk_8jeid8gv5g/image;s=320x240
a3,audi,audi a3 2.0 tdi sport,2003,260000,7990,diesel,manual,none
a5,audi,audi a5 sportback,2011,230000,17750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvra25wewg5odnoay1tverwvexqvcj9.pmg4uyilks1dpclbggq-j_doljfh2imkglqrks3srbu/image;s=320x240
c4,citroen,citroen c4 cactus,2015,123000,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im42cdzrbzjiotzrmi1tverwvexqvcj9.ljzrytj_gjshiynucfejatpom-tlztx_k30f9ktzawi/image;s=320x240
c4,citroen,citroen c4 cactus,2015,74000,14990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inp2zjcxd2dmmgt6dc1tverwvexqvcj9.b3ghmiamlydayw86kftlbpspeaojvgtorkc_uqhusfm/image;s=320x240
c4,citroen,citroen c4 cactus,2015,93000,14990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imdum3puynf6ngv0yjetu1revlrmufqifq.kqji-eyz9lhyy5ql4m4ljxh1sqft9guazftmivb89ok/image;s=320x240
c3,citroen,citroen c3 pure tech s&s eat6 feel,2020,23003,17250,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im11n2o5bnbknhv0mzetu1revlrmufqifq.jt4m8idepj6d-nc7rpjnucipcifvwk4ksiaiknoityc/image;s=320x240
ds3,citroen,citroen ds3,2012,127500,10900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injibw9row53ymtrmtetu1revlrmufqifq.ry1sl2m3jybtyu5g6rj8w5rzy-olmpakyn4esmr2kus/image;s=320x240
q3,audi,audi q3 45 tfsie s tronic,2023,1023,51990,hibrido,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1kewlhbg45ody1ddmtu1revlrmufqifq.dciwhivanwlj-yfli5ylmondaf7fgczlra6ogtz4kdq/image;s=320x240
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2023,100,21950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijg3cjzibtluz2l3yzitu1revlrmufqifq.p-bq9pqlan7chrumya3j5dn3jupuk2b0lhk0phczgg8/image;s=320x240
c4,citroen,citroen c4 1.2 puretech shine,2022,14,27450,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6invzztr4cnrtmhnini1tverwvexqvcj9.pweqef3gtgwqldfp-lkynt_tw_6syr_76yzs6a79uqw/image;s=320x240
a3,audi,audi a3 sportback 1.6 tdi s-line s tronic,2017,166251,22500,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijlpmhc5em1kemhhzdmtu1revlrmufqifq.ffqlx0oy7527eszxszbhddfcru7ltsczglvahf-gggc/image;s=320x240
c1,citroen,citroen c1,2019,112652,10900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imd0ohbizmm2ng9wytitu1revlrmufqifq.nmsd-jnac3iqskhf2ertxmjxlumnnmz8todzztqpptw/image;s=320x240
c3,citroen,citroen c3,2019,147244,14500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ija5njmwmg8xewg1ctmtu1revlrmufqifq.duresfy7elrhduqkb_-3hh9vnkqiulvxaw4oq36egfo/image;s=320x240
c4,citroen,citroen c4 1.5 bluehdi feel pack,2022,22,28950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imlocwfncwzrywrxei1tverwvexqvcj9.kui9p56grc49nccu5wgw90snah9ip9ahpejybodg1oc/image;s=320x240
c5,citroen,citroen c5,2010,233885,9250,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imdqodntanf5dtuybjetu1revlrmufqifq.urhzvpsbnha-jis9o_3q4ku2ptlivshdtpafwnyfkus/image;s=320x240
c4,citroen,citroen c4 spacetourer 1.5 bluehdi feel eat8,2019,130157,21900,diesel,automatica,none
c3,citroen,citroen c3 1.2 puretech c-series,2022,20000,15800,gasolina,manual,none
tt,audi,audi tt roadster 2.0 tdi quattro limited edition,2011,134000,20990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iny0ajziahfwnwh0bditu1revlrmufqifq.nfjkzxpywtqynmt6tsmw_agsnxpvpswscxnrts1ajlq/image;s=320x240
a1,audi,audi a1 1.6 tdi sport,2011,198783,11900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im0zyzhpnm1pogz1djmtu1revlrmufqifq.dpxuulvnbraj5rno9o0tcwepa6xxqstii13oasukqhc/image;s=320x240
a3,audi,audi a3 1.4 tfsi attraction,2008,176248,9900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im5snwv1dnbwnxcxbdmtu1revlrmufqifq.p2cwbnskhcavh_vnpbtym_jxqfztizprmskfv2i1564/image;s=320x240
tt,audi,audi s3 sportback 2.0 tfsi quattro s tronic,2009,136000,23990,gasolina,automatica,none
c3,citroen,citroen c3 1.2 puretech feel,2019,69592,14650,gasolina,manual,none
ds3,citroen,citroen ds3 1.6 bluehdi be chic,2015,167000,11950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvmzmpjddc3nmluzjmtu1revlrmufqifq.ifqn8cm10gwpr9wlkx2b4uhfkkjnssndzbfndxdet2g/image;s=320x240
a3,audi,audi a3 sportback 1.6 tdi design,2018,92500,19400,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijmyz2zny3bwczk1cjitu1revlrmufqifq.o_gozj73qljohsv1qfy5y9omq4fnhhgpokgo8v_o8rk/image;s=320x240
a3,audi,audi a3 1.6 tdi sport,2015,98500,18500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imhkdjgzbhnrdw1nay1tverwvexqvcj9.qptx7hgu31iclqp-thdc1k7xdnlbzz_5t5cxsl39iuc/image;s=320x240
a6,audi,audi a6 avant 2.0 tdi advance s tronic,2017,127500,29490,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imj3zxq0mtc1zdvuzjitu1revlrmufqifq.sp70txjrx-6tjyhsftsm7i-g34ax-c_blqaz-8wvw7i/image;s=320x240
c3,citroen,citroen c3 1.2 puretech feel,2017,128000,11990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inzsbhlloha1zmrnzzetu1revlrmufqifq.yrmqsb-n9bb3zpxu5or2hbdn0oigk4g-wbppvrphwfq/image;s=320x240
c3,citroen,citroen c3 1.2 puretech shine,2020,29480,14450,gasolina,manual,none
ds3,citroen,citroen ds3,2012,230000,8599,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijdqn2fxzjv6azblczitu1revlrmufqifq.5xr-dtzumfhxst0ig66a4m8fat8b-luwe23evbysgya/image;s=320x240
c1,citroen,citroen c1,2015,130000,8990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvyetbpmdz1czy2ndmtu1revlrmufqifq.fetpz0snkpfa1o3ygy-agognofzmzyu0i_wwznlh_1k/image;s=320x240
a3,audi,audi a3 sportback 1.6 tdi attraction,2016,118160,18990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inr5z205n3fsnhpmcjitu1revlrmufqifq.3z6tziixsd0hvtj8wmjv8m4tbwhnfkzr_sdj3ybul6k/image;s=320x240
c3,citroen,citroen c3 aircross 1.2 puretech feel,2020,83000,14990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ini4zgrpmgrpzgppoc1tverwvexqvcj9.hip91kfzkpfspdd1ha3qpwhuduv3-wdmsueqpg94tqu/image;s=320x240
a4,audi,audi a4 avant 2.0 tdi advance s tronic,2018,104850,26490,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inz6cnnjmhuxagt1ds1tverwvexqvcj9.nthgj0djcmhmtmnndfsgoq7wng19fr_0yocinzzpv20/image;s=320x240
q2,audi,audi q2 1.6 tdi,2018,139692,22990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imxzanr3adrsmhy4ns1tverwvexqvcj9.tbzhld8bmeaw2tkbai3edleha5vfz663pb4qcmouypa/image;s=320x240
c3,citroen,citroen c3 1.4 hdi sx pack,2008,212000,4299,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imp4ewpya3vyndc4mzmtu1revlrmufqifq.nqantjty5iowapfrduc4idptdy7gohqpwedat6n0zzi/image;s=320x240
,citroen,citroen ami standard,2021,3000,9900,electrico,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6img5mdhudxe3dmo0ctetu1revlrmufqifq.6_vdiekr_umtnn_34qdcfqbomysiimnwmeri4o7nbua/image;s=320x240
c4,citroen,citroen c4 grand picasso,2018,134000,18990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ims2zmf2mzvkbjbhdc1tverwvexqvcj9.zuz4sugaspwpnzwrhhirvy1jxipbpjqemzulxb4ainq/image;s=320x240
c4,citroen,citroen c4 cactus 1.5 bluehdi origins,2020,41300,17690,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6invldtbtyjzpcxe0bzitu1revlrmufqifq.aksxyn6onlsurgbyeswuujpfdx4yuygguzarijd4klo/image;s=320x240
c4,citroen,citroen e-c4 feel pack,2022,8906,33950,electrico,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvkmthuagdkmxjsnditu1revlrmufqifq.itltvet7rrhqbgez9brmvjqbyzkogr5p7qqwlrpz9v4/image;s=320x240
a6,audi,audi a6 avant 2.0 tdi sport s tronic,2017,283748,22900,diesel,automatica,none
c3,citroen,citroen c3 aircross 1.2 puretech c-series eat6,2023,6052,24990,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpiajfhmtbnnjnqzjetu1revlrmufqifq.i3i5iuhpqsl07moewae6qv3jdik1q1c_vuhxxrrj8k8/image;s=320x240
ds3,citroen,citroen ds3 1.6 thp sport chic,2013,96000,14950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injnmwfrewlra2zycjitu1revlrmufqifq.fxhu0exztlr9tb2mfm-eq1wnkcjp8-cjkdlfxhtr4se/image;s=320x240
c4,citroen,citroen c4 1.6 e-hdi air.seduction,2015,128202,14600,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inf0ymv4cxlubgjhyjitu1revlrmufqifq.-y2ngqla0shl-ece9kmaijakhka2scj1dzq_vdsbxfa/image;s=320x240
c4,citroen,citroen c4 1.6 hdi exclusive,2012,207000,9250,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imxiddfjohd5cdlnadetu1revlrmufqifq.jpduhxmrv9_8ljvkcypejei2onaya81qy7vs13xcus0/image;s=320x240
c3,citroen,citroen c3 1.2 puretech seduction,2014,114000,9450,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijc0njzua2wxyxj2ajitu1revlrmufqifq.cy_pp0fy4xxiltuortdtriyh5amjam8bus3qt2ckrzc/image;s=320x240
c4,citroen,citroen c4 grand picasso,2017,160000,14000,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6impunhpwennqyjflmzetu1revlrmufqifq.uflcamrvenlnjaeook1nlb9ceqxy5sgwf9n3iodbuto/image;s=320x240
tt,audi,audi tt rs coupe 2.5 tfsi quattro s tronic,2018,20749,72490,gasolina,automatica,none
c4,citroen,citroen c4 e-hdi 115 etg6 exclusive,2015,260000,9490,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvhbms4njazow85djetu1revlrmufqifq.b-smxyylignjuvm2xnuysew7fis-iixl5fco4qbncfa/image;s=320x240
a3,audi,audi a3 limousine,2018,137536,19850,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imntzwh0zg1hdnb5nditu1revlrmufqifq.lbh6zeawofyrvaplk2ix4v5r-dpzyfuhbqdp4y_pesk/image;s=320x240
tt,audi,audi tt roadster 2.0 tfsi s-line,2009,83000,19900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injiogxuohbud2rlytitu1revlrmufqifq.waepelsjjv709em0plibmzl_0lsib3zckbfdkyraw7y/image;s=320x240
c4,citroen,citroen c4 cactus 1.6 bluehdi shine,2016,137765,15950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ind4cgpndwv1yjbqajitu1revlrmufqifq.lgkcr-khsgd2smpfutv9qsdvpscvt3dlpknoyfuayd4/image;s=320x240
,citroen,citroen 2cv,1987,87610,9250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijuxaw5umzb3ahb5bc1tverwvexqvcj9.weu0_lz8dxqkjysorbzcgfmedl_4vcasczsfe0pdu2i/image;s=320x240
c4,citroen,citroen c4 cactus 1.2 puretech feel,2015,78000,10450,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijgwetryajzib3n0zdetu1revlrmufqifq.55vzlfkdzlh6mo2tkdtmob54whrsb5ozeg2ya9o4gig/image;s=320x240
c5,citroen,citroen c5 aircross 1.5 bluehdi shine eat8,2022,29980,34240,diesel,automatica,none
a3,audi,audi a3 2.0 tdi s-line s tronic,2015,104230,23250,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imtsb2l3d21zowlhnjmtu1revlrmufqifq.jecy0wafcgggfvarvvmviwl9n5vvjavh9b4rlkrz_og/image;s=320x240
a4,audi,audi a4 avant 35 tdi s tronic,2019,215334,23990,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ije5a3h6ahftdhq0ys1tverwvexqvcj9.khnizbqvmv4jia-dtbe-uthrqo5pgfja8llfn9bc2vq/image;s=320x240
a4,audi,audi a4 1.9 tdi m6 exclusive,2003,310000,4699,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inf1z3zkcgywytjxec1tverwvexqvcj9.avbmui_-n1dqo0aum8tf_jbksoem6nm6ubnsbsucjpu/image;s=320x240
a1,audi,audi a1 1.6 tdi sport,2010,214000,11490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inhlymi1ywvwnty2djetu1revlrmufqifq.rqhrbri1nwph_u6u9x5ux0v2tmzbemrwfu5ollqedpo/image;s=320x240
a3,audi,audi a3 1.6 attraction,2003,178247,4490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6img0bze3cgtpate0cjetu1revlrmufqifq.ocz4bipz_eld-hbfhifav46ou5mfxkco77rdmyyi9_g/image;s=320x240
q3,audi,audi q3 2.0 tdi,2018,71000,27490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijhubzzlmhpiexm0dzmtu1revlrmufqifq.emen7imd-tclavwqco9rb_hidk8tjawwozlsbn356lu/image;s=320x240
a4,audi,audi a4 avant 2.0 tdi s tronic,2018,137000,24490,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1kazdpbhfzy3rlbjitu1revlrmufqifq.5f_th_phtlvrw_8mjbshhd6deautyxz53hjb2qtupkk/image;s=320x240
a3,audi,audi a3 limousine 1.4 tfsi cod s-line,2016,80000,17500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvxnghqmg83mwhrbzmtu1revlrmufqifq.jwvxbsevx4rayrjn8wpbu_w91oaslthl6frksrregg8/image;s=320x240
a1,audi,audi a1 1.6 tdi sport,2013,167395,12990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im52dno3zw91bwcwnjetu1revlrmufqifq.t3jsusoaafyxse9lwralubagv5fbakefgs2dhq2z3jq/image;s=320x240
c4,citroen,citroen e-c4,2022,5340,30990,electrico,automatica,none
a4,audi,audi a4 avant 2.0 tdi,2018,170000,21990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ims3cxzlzhziddg2ny1tverwvexqvcj9.et9b_wlwpu1ipv6mzh6qv4vmgsqxgp4bnl0allk7txm/image;s=320x240
c3,citroen,citroen c3 1.2 puretech feel,2017,99990,10990,gasolina,manual,none
c4,citroen,citroen c4 cactus 1.6 bluehdi shine ed.midnight,2015,132205,13250,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imgwm2rqdnoxyzrrndmtu1revlrmufqifq.sl1jptvfbuatzq5w6_uff0vl8ehhzvowg8-ulkx9tr4/image;s=320x240
c3,citroen,citroen c3 1.2 puretech shine,2019,136858,14500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6img3zzj0cxk0atl3bjetu1revlrmufqifq.6n1_jg91vr2hqnhn1wmqdcohkk6oj33nfj7pat3447a/image;s=320x240
a6,audi,audi a6 allroad 3.0 tdi v6 tip.,2008,213488,14500,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infvogjuawjsa2nmddetu1revlrmufqifq.daw5srx0pjgrw5rqrzgd0tdnu7ypyedmzm0axtu0jui/image;s=320x240
c4,citroen,citroen e-c4 shine pack,2021,21000,30980,electrico,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imjjeduzmmhoyxcyyi1tverwvexqvcj9.tvpmnoobcttaa3rg-vug-f2cc0fzq-t52ionyekltxo/image;s=320x240
a3,audi,audi a3 sportback 2.0 tdi sport,2018,160000,24990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijiwotz1oxkwaxfjbs1tverwvexqvcj9.nv17farg5opi8ckuihxn8xip9jjbek1mpavdomyg86k/image;s=320x240
a6,audi,audi a6 allroad 2.7 tdi v6,2009,298000,11990,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijrsano5ngk0dxhsbzitu1revlrmufqifq.g2n5ds5scabn0gei6_p-j_argqv_dkro9k76h0z29nq/image;s=320x240
a5,audi,audi a5 sportback 2.0 tdi s-line,2015,170000,23990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imy2cml1djkxnm9vac1tverwvexqvcj9.9tyxkvkgck9vahkelvkskqrnb37qenizbw69dd07ydy/image;s=320x240
a5,audi,audi a5 sportback 2.0 tdi s-line s tronic,2019,45170,39500,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijntmm8wohlty2huczitu1revlrmufqifq.y2yiq_hpymvsed2wy1fgtc_kfgx35jfelovnfc7gqzg/image;s=320x240
c4,citroen,citroen grand c4 spacetourer 1.5 bluehdi feel business,2018,71600,20900,diesel,manual,none
c4,citroen,citroen c4 cactus 1.2 puretech feel,2019,42553,17790,gasolina,manual,none
tt,audi,audi tt roadster 45 tfsi quattro s tronic,2019,51000,49990,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imjyajc2yzj0exphdjmtu1revlrmufqifq.zr-vqu4rrqt4v9otqwossiqgijnibtsbacchdqeygde/image;s=320x240
c4,citroen,citroen c4 1.6 e-hdi business,2014,336170,8750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imf0m2y0a3k4b3n2ac1tverwvexqvcj9.zg8lgozwpdz6lfaec5bftj7go--yug_ly5_co6zx4yi/image;s=320x240
c4,citroen,citroen c4 cactus 1.6 e-hdi feel etg6,2015,171559,14500,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6impmedj4b2ztznmzai1tverwvexqvcj9.b7jbmsa6abhtaoyaxedn_iytklueanagv2c4ffesdw8/image;s=320x240
a3,audi,audi a3 1.6 tdi sport,2011,234255,11900,diesel,manual,none
e-tron,audi,audi e-tron sportback 50 quattro s line,2020,35369,66990,electrico,automatica,none
tt,audi,audi tt coupe 2.0 tfsi s-line,2006,167925,14900,gasolina,manual,none
a3,audi,audi a3 sportback 30 tfsi advanced,2022,35340,26990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inb0ndnhzdfjmwj2ac1tverwvexqvcj9.-jed9lm0ff8w1q_uois8lddshpap9apdbzzpwuu2hna/image;s=320x240
q2,audi,audi q2 30 tfsi advanced,2022,19554,33900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijiydwplzxluzdvpotmtu1revlrmufqifq.mktiizfw9xuty0h5myiqdo1symd3bjcpzsszeb0mlwk/image;s=320x240
,audi,audi rs4 avant 4.2 v8,2006,185872,36900,gasolina,manual,none
a1,audi,audi a1 1.6 tdi sport,2011,229320,10990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injvb2t0ymmwejj2yzetu1revlrmufqifq.-kcxh2hvh5fzuv2eknagm5md73ubk1ww-ss7sqphv1g/image;s=320x240
c4,citroen,citroen c4 grand picasso 1.6 bluehdi feel,2017,144797,17400,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imd3cmr2ewvmemh1bdetu1revlrmufqifq.9k8cekc5d57yijxh4_vsz0fh2drg_xoajxycti1nr-s/image;s=320x240
c1,citroen,citroen c1 1.0 vti feel,2019,41000,12950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inznzxbonnazd3hmejetu1revlrmufqifq.rs1fv4kb5rrqxuunhexvevre2zjkgtvypz-um3i7vzg/image;s=320x240
c4,citroen,citroen c4 1.5 bluehdi feel pack,2022,15000,24900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imftmwfuanmxazr6ctitu1revlrmufqifq.zya3kdqlao5f_lag3nfynvhusfdlqg0gttz8zpj1sik/image;s=320x240
a4,audi,audi a4 avant 2.0 tdi s tronic,2018,86000,24990,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inr2dxa4agfldjh6atitu1revlrmufqifq.yxsgrhhhkyjshcvwvit0gykrg3lz37pao7puryt-t9m/image;s=320x240
a4,audi,audi a4 avant 40 tdi s tronic s line,2019,211065,29500,diesel,automatica,none
a3,audi,audi a3 2.0 tdi attraction,2003,353000,5900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvhc3lkcxnmmgu5azitu1revlrmufqifq.sunqycc2vrlaxapprg8-usqmuhip-3ssjxdcfrmpwk8/image;s=320x240
c3,citroen,citroen c3 1.0 puretech confort,2016,23000,12900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijf2awz6exzwbwtzdtitu1revlrmufqifq.h3zpbf2i4a0pr0czrt3zbag7pjelkcq5sxaooync-ni/image;s=320x240
q2,audi,audi q2 1.4 tfsi cylinder on demand sport,2018,92668,24990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbpddvnyjkxadvpdtetu1revlrmufqifq.rhyjytq83hyvjz5bqgjhnghkdd_otvactd5fprxag6i/image;s=320x240
c4,citroen,citroen c4 1.5 bluehdi feel pack,2021,60511,23500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imf1zjg5ytznbzdqctetu1revlrmufqifq._wp1f14fg4hju-jfv2gjbqb5svj6jp5htwyzsjx4bmi/image;s=320x240
