car_model,car_brand,car_full_name,registration_year,km_to_date,sale_price,fuel_type,transmission_type,sale_picture_link
q3,audi,audi q3 35 tfsi s tronic s line,2019,92000,34750,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnjmmw3dxm0a2f5cditu1revlrmufqifq.w4n-xxdrxaeg0txdfu5h4yum0hytti367pldkbxnj5g/image;s=320x240
a5,audi,audi a5 sportback 2.0 tdi business line sport,2015,157000,19997,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inyzbwdudxzkmxpybdmtu1revlrmufqifq.clntzzza0a5z8lva7rtlazz1jf46q2xotnpjvd1n320/image;s=320x240
a4,audi,audi a4 avant 2.0 tdi business line,2016,109000,20997,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imxymhixc3bub3e0njmtu1revlrmufqifq.jzrgwbg_bawlkzvx6cjand8azhy7dufqmfc_rm0qium/image;s=320x240
a6,audi,audi a6 50 tdi quattro sport tiptronic,2019,148000,36990,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injzajd6ywwzehfsmi1tverwvexqvcj9.tuvbr-kerrccabmqrjjcpgej1kdfiwy43rryucwuqz0/image;s=320x240
c3,citroen,citroen c3 1.5 bluehdi feel,2019,149896,15900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imdya2vzc2kzbdvrdjmtu1revlrmufqifq.wgxlgnhjsbtobvhmobxjbriiicqsnz5utetlhwebx7c/image;s=320x240
c3,citroen,citroen c3 aircross,2019,102355,17990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imo1etj6emf0bg9tcjitu1revlrmufqifq.w9jk27jpepsibsjk0cpkpx8ps-w0fetpqkghk-br7-o/image;s=320x240
c4,citroen,citroen c4 cactus 1.6 bluehdi shine etg6,2016,116000,14700,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvyadi5amz4mjjpddetu1revlrmufqifq.dbqr6lvc4yon2mgjzb6r3cgxsqnepmg0qacg5k9jepa/image;s=320x240
c3,citroen,citroen c3 aircross 1.2 puretech shine,2019,96000,15750,gasolina,manual,none
c3,citroen,citroen c3 aircross 1.2 puretech shine,2019,89000,15740,gasolina,manual,none
a1,audi,audi a1 sportback 1.4 tdi design,2015,105000,16000,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ing3em42dhu1c2psds1tverwvexqvcj9.tm8yf_iffjzvpueszcrjdliqyxqphxgwfwfxip06qqk/image;s=320x240
c4,citroen,citroen c4 1.5 bluehdi feel pack,2020,125000,16750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imc5mgqzntzqdwdvyzitu1revlrmufqifq.vnqarxc7zqj7muzx5d4fhohbmqrlisjrkddkvyzqgf8/image;s=320x240
c4,citroen,citroen c4 grand picasso 1.6 bluehdi exclusive,2016,164000,14500,diesel,manual,none
c5,citroen,citroen c5 aircross 1.6 hybrid shine e-eat8,2021,50464,36900,hibrido,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imhvegxvedd5djl1otetu1revlrmufqifq.rm7dsiegs9eokgkymhwhlky-jllxpns__umvvfr8-eu/image;s=320x240
a4,audi,audi a4 avant 2.0 tdi business line s-line,2015,115000,19750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imtnnnfyn29vm2hhztitu1revlrmufqifq.vhemtyiz8y4y3qdfnd_sd0bpudf4kgecapv38bjd-fw/image;s=320x240
c4,citroen,citroen c4 cactus 1.5 bluehdi shine,2020,20550,19500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnqbjrhnggzcmg1bjetu1revlrmufqifq.kyucsktsaheyjhqjya3tsne2jg7jcuozyxdwixoaao8/image;s=320x240
a6,audi,audi a6 2.0 tdi exclusive,2007,250000,9900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijh1zxbtnze5owfycc1tverwvexqvcj9.w4tav7gcwldbxh4aexsktf6fupg_tp-h7db84ekilc0/image;s=320x240
q5,audi,audi q5 2.0 tdi s-line,2010,220000,17500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inh5m2huzgzzztlmoditu1revlrmufqifq.n0zdtgwxt3sdbzknx5lzhp4d92ouirp7-dycxlkmf54/image;s=320x240
q3,audi,audi q3 35 tdi s tronic,2019,61000,36490,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imx1adv2dw0yywh2mzetu1revlrmufqifq.otnwxfqaqriphy8vy-6vmtfbr105kbqfaezkatxahzk/image;s=320x240
c5,citroen,citroen c5 aircross 1.5 bluehdi feel pack,2022,23609,28899,diesel,manual,none
a1,audi,audi a1 1.6 tdi sport,2015,93000,17900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imtynxnxbtl1zg50as1tverwvexqvcj9.df2ipv8nfu7s7t0p2knblll3svg7zfacuyu1rtmkeg0/image;s=320x240
c1,citroen,citroen c1 1.0 seduction,2014,130000,7750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imdzympscjzyynv6azetu1revlrmufqifq.uyhl1evtp3ssvdxbiirxdxbj2swbjhz9ii7dcg4ovi0/image;s=320x240
c4,citroen,citroen c4 grand picasso bluehdi 120 business class,2018,116690,18900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inezdwnjatlubgszbdetu1revlrmufqifq.g37s5indqxeuwkw5gc04sjoqylap7hoazwxenuoxfxq/image;s=320x240
a3,audi,audi a3 sportback 1.6 tdi sport,2018,139000,21900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1sbznubtiwmgl5btmtu1revlrmufqifq.swreyirkf8zmmughywkulq5bzkcniaicuyb_rqobt5k/image;s=320x240
ds4,citroen,citroen ds4 1.6 e-hdi so chic cmp6,2012,203000,12900,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imnvnxk5awnhy3zvci1tverwvexqvcj9.a9uwqpfemol0mxhnxb1u_brms1sqr-cnageoaagcfhc/image;s=320x240
c1,citroen,citroen c1 1.0 style,2011,118000,6250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inhzatixzwzjzdfimjitu1revlrmufqifq.r6lmbsytx5ywczvb_to8iodxvkseda9qarg4ux7ip44/image;s=320x240
c4,citroen,citroen c4 cactus 1.2 vti feel ed.hello,2015,170000,11400,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbondl2egntejcwzzetu1revlrmufqifq.kshjie7qygyxukaok9iifsrzbudqmiaqqbhaye8dslo/image;s=320x240
e-tron,audi,audi e-tron sportback 55 quattro s line,2021,23000,62990,electrico,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im9wmzl6a2o0mgg5bs1tverwvexqvcj9.kkajiexlduxjpybmdb_5h-jjezbyg1qk2pc2utjkkyo/image;s=320x240
tt,audi,audi s4 avant 3.0 tfsi quattro s tronic,2012,56000,33900,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imu4bdvpnwtsemf3cjetu1revlrmufqifq.agpijeb0vcfsjzopexko8cx3v3ajvswcmvlb12epdgs/image;s=320x240
c4,citroen,citroen c4 grand picasso,2010,224000,7800,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imlwb2m4dxoxedyzzjitu1revlrmufqifq.wd8hgvzkjccp_r-sm4w8m2julzbcp3zofcvlmlidbcm/image;s=320x240
a3,audi,audi a3 cabrio 1.9 tdi attraction,2008,185389,11990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijrumzy5cth5atnzazitu1revlrmufqifq.ldrnsm7cgjlxzrx6kkrkb51l1te_zhmigih_lv__nnw/image;s=320x240
c5,citroen,citroen c5 aircross 1.5 bluehdi shine eat8,2020,80923,27950,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inh0nnfoddlldjkxcc1tverwvexqvcj9.r-c_xqbokgdyobc5f-rfi2squhw1saei1k6frzxfcdy/image;s=320x240
c3,citroen,citroen c3 1.4 hdi seduction,2015,159000,8999,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imn6ajbidzuxnxrkodmtu1revlrmufqifq.ugf28bhs9oscgsysmkveqousknjwjt-8hdqxtvtw7pu/image;s=320x240
,citroen,citroen c-zero seduction,2020,5825,12490,electrico,automatica,none
c4,citroen,citroen c4 grand picasso 2.0 bluehdi exclusive eat6,2014,170000,13000,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzla2r6nnr5agjjyi1tverwvexqvcj9.a9pk2nbguqtjn8oqi_6sp7lk08a6sjd3sxmt8mcniwa/image;s=320x240
c3,citroen,citroen c3,2007,77102,6280,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijl3dg5yy3hpnxztdtetu1revlrmufqifq.1erjm3jbnxwn0pfx3sjllrc69qlsszpckysjcy7conc/image;s=320x240
a8,audi,audi a8 3.0 tdi v6 quattro,2010,210745,19000,diesel,automatica,none
,citroen,citroen c-zero seduction,2020,17000,13900,electrico,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijh6djm0zxz4c2mxdjetu1revlrmufqifq.grjhyljtxi7fsauekkmpvjhqwktlwrvpo7mcep1f4uu/image;s=320x240
tt,audi,audi tt roadster 2.0 tdi ultra,2015,137000,32900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvtandqdxn6ymg0bjmtu1revlrmufqifq.u8imwx1_6frv7h_iyim4kbklnolpu0djnawbt92b3ac/image;s=320x240
a3,audi,audi a3,2018,51243,22990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijzvcwi1egdxaxrqbs1tverwvexqvcj9.runr0e7bmitd2jicetn6of_ueh_qnv6aqolhsaqwecy/image;s=320x240
a4,audi,audi a4 2.0 tdi s-line s tronic,2015,110139,22500,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imcwm3r3mnvqd3zyns1tverwvexqvcj9.jza7rn3erpctdxscidmz8kivthvkbd3nyjy2rp9ablo/image;s=320x240
a3,audi,audi a3 sportback 1.6 tdi s-line s tronic,2018,129000,22990,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infkyxhpmng1a3dladetu1revlrmufqifq.bw0x094duzzvhxx_zjpe_jpg-dn_oiuo6qrtqurhono/image;s=320x240
q2,audi,audi q2 30 tfsi sport,2019,68974,20999,gasolina,manual,none
c3,citroen,citroen c3 1.2 puretech shine,2019,55145,17900,gasolina,manual,none
a1,audi,audi a1 sportback 1.0 tfsi sport,2015,121507,15900,gasolina,manual,none
c3,citroen,citroen c3 aircross 1.2 puretech feel,2018,53453,16300,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imnom28zcddjehbtoc1tverwvexqvcj9.g8nh_fkhdbhrcpm7pglf2dcxc4tsemtfsxo8rsdlhrw/image;s=320x240
a3,audi,audi a3 1.9 tdi s-line,2008,234000,10990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inbwamu5ndjsancxzs1tverwvexqvcj9.j2gsax0crh4anzthewzabug67pl7lhwydwyenmedyri/image;s=320x240
c1,citroen,citroen c1 1.4 hdi rfm,2007,219000,5750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijdiegwwctb3agw3zdetu1revlrmufqifq._de8mlbmouqp3hsuwc-jrpd4wkkbltkpkjgjyepc-ae/image;s=320x240
c3,citroen,citroen c3 1.2 vti exclusive,2014,133680,10900,gasolina,manual,none
c4,citroen,citroen c4 spacetourer 1.5 bluehdi shine,2019,112538,23490,diesel,manual,none
c3,citroen,citroen c3 aircross 1.6 bluehdi shine,2018,162000,16900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inc4ywzzawo2dg92bc1tverwvexqvcj9.usbvaeqabx12tndzynnwzjw0vpo9ynrkfrlt_8njnxi/image;s=320x240
e-tron,audi,audi e-tron 55 quattro,2020,52231,59600,electrico,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imfmzw84azv2eg0zajetu1revlrmufqifq.7psp31tr9wuiuyrre4toqeasx4uivpjokxh8sat6myk/image;s=320x240
c4,citroen,citroen c4 cactus 1.6 bluehdi shine,2018,45557,16450,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imrsbmnla3jqdzc4ns1tverwvexqvcj9.fofcai_czkj851ctml5kafcvqdgrjvt3b6dtoyxcqdk/image;s=320x240
a6,audi,audi a6 allroad 3.0 bitdi v6 quattro tiptronic,2013,150000,24900,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imnimwxxddhpdmlldjetu1revlrmufqifq.lwjkkmnsbwtuzjejpzcvxn0nbo1jg3ziyvtpuxbel1c/image;s=320x240
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,15030,20240,gasolina,manual,none
c3,citroen,citroen c3 aircross 1.5 bluehdi c-series s&s,2021,23987,22900,diesel,manual,none
c4,citroen,citroen c4 cactus 1.5 bluehdi shine,2019,167433,17750,diesel,manual,none
c4,citroen,citroen c4 grand picasso,2007,176539,7800,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijyxbgo0dxfxddj3mdmtu1revlrmufqifq.gm2k90dfwvib-dcd1pvbjm9wvozeszl4zjymomcdyjm/image;s=320x240
a3,audi,audi a3 sportback 1.6 tdi attraction,2011,171000,12900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injjmwnjnjnjmglxbtetu1revlrmufqifq.i_1npcgnhbd1o1gnqd8ouxxoi31wh3nqllpgvfflpv8/image;s=320x240
a1,audi,audi a1 sportback 1.6 tdi s line edition,2014,109000,16500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inliczrmym8ybwq4bzitu1revlrmufqifq.6lz75l4is5o8r2vzio5yjl094ncoxzjt0ijblrklq_c/image;s=320x240
c3,citroen,citroen c3 1.2 puretech c-series,2022,44778,17750,gasolina,manual,none
c3,citroen,citroen c3 1.2 puretech c-series,2023,10784,18390,gasolina,manual,none
c5,citroen,citroen c5 aircross 1.5 bluehdi feel pack,2022,25783,30990,diesel,manual,none
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2023,12339,19900,gasolina,manual,none
c3,citroen,citroen c3 1.2 puretech shine,2022,13599,16880,gasolina,manual,none
a3,audi,audi a3 cabrio,2015,98818,22990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijh4ahfwngdtexlxmtitu1revlrmufqifq.drim4qkbvfmf4k5v8b4c1zlrdnhskzledmomoolovzw/image;s=320x240
c3,citroen,citroen c3 1.2 puretech elle,2018,58795,14850,gasolina,manual,none
a6,audi,audi a6 avant 2.0 tdi s-line multitronic,2010,272370,13499,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnpetf6dhf6zxh6ztmtu1revlrmufqifq.4heac_ueak-z_8bpztliv6liui13o8o8jokx93asidu/image;s=320x240
a6,audi,audi a6 allroad quattro 3.0 tdi dpf tiptronic,2010,184000,13500,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inl3m3f0m2xzzhz2azmtu1revlrmufqifq.bdazp413h9m0fzqydlisvswtjwhaxchrp6uplzic-7q/image;s=320x240
a4,audi,audi a4 avant 2.0 tdi advance,2012,318000,13750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im85zmcxbjm4dndnzdmtu1revlrmufqifq.dhya21yoo3fmagygywakpmcipsh_f0fyq2qpsctk2qs/image;s=320x240
c4,citroen,citroen c4 cactus 1.5 bluehdi origins,2019,70291,16500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inv6oxdhcna3mwjsnjetu1revlrmufqifq.h3agvfn_5sbwig1cgb2skd4kwfn-bn8hnkx68wktfeq/image;s=320x240
c3,citroen,citroen c3,2020,63930,14750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inzxcjrsndlhdncwos1tverwvexqvcj9.ot6xyx_yrhk6nqvvpgrxpubnp8cktx7cty3k_lq-n0o/image;s=320x240
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,19428,19500,gasolina,manual,none
c4,citroen,citroen c4 cactus 1.2 puretech shine,2019,134000,13950,gasolina,manual,none
q7,audi,audi q7 3.0 tdi quattro s-line tiptronic 7l,2016,174500,45990,diesel,automatica,none
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2023,10479,19500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infiddrmyw9rbmm2bzetu1revlrmufqifq.laahtug5ql16aeyg1gxt5oojnf-piopbhud0bgxbc6c/image;s=320x240
c3,citroen,citroen c3 1.5 bluehdi shine,2023,7013,21480,diesel,manual,none
c3,citroen,citroen c3 1.4 hdi attraction,2015,130000,9900,diesel,manual,none
a5,audi,audi a5 sportback 35 tdi s line s tronic,2023,10000,53490,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imlmyzezzww1mzbkcc1tverwvexqvcj9.pegcf-qe8-fv_7eqrxbzlw3ymlazutwoyqqytag_gkw/image;s=320x240
c3,citroen,citroen c3 aircross 1.2 puretech shine,2023,2094,21900,gasolina,manual,none
c4,citroen,citroen c4 1.5 bluehdi shine eat8,2022,20857,27990,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imfmbg5pcxnoywxrmzetu1revlrmufqifq.uox2z4ossbvsaa8t6i18dvngdvthyqybxz39wwipuzq/image;s=320x240
c3,citroen,citroen c3 aircross 1.6 bluehdi shine,2018,128000,16990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inn5nnnlmtz1nwxlatmtu1revlrmufqifq.xa52eolfw9pmk8edrh_0v81a7oycdfmrsxgu6pychqa/image;s=320x240
c4,citroen,citroen c4 cactus 1.5 bluehdi origins,2019,94000,16890,diesel,manual,none
c3,citroen,citroen c3 1.2 puretech feel,2020,78000,12900,gasolina,manual,none
c4,citroen,citroen c4 grand picasso 1.6 hdi confort,2007,294000,4000,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvxetbon2nszwxymtetu1revlrmufqifq.aogcfx4o_1hcgrontpud8i_flp4ntoukmmsqwhqcypq/image;s=320x240
a5,audi,audi a5 sportback 35 tdi s line s tronic,2021,20001,48900,diesel,automatica,none
berlingo,citroen,citroen berlingo 1.2 puretech xl feel,2019,52765,19900,gasolina,manual,none
a3,audi,audi a3 sportback 30 tdi design,2019,94178,21900,diesel,manual,none
c3,citroen,citroen c3 1.2 puretech shine,2022,20286,15980,gasolina,manual,none
c3,citroen,citroen c3 1.2 puretech shine,2022,15350,16780,gasolina,manual,none
c5,citroen,citroen c5 tourer 2.0 hdi exclusive,2009,265000,9999,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijn5yxj2ahdwaji3nc1tverwvexqvcj9.eldais2gx2rydhdnr2klmorfsl07voqvbtrkt2awuqy/image;s=320x240
c4,citroen,citroen c4 cactus 1.5 bluehdi feel pack,2018,85000,16850,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im80dwhua21vmxc2dy1tverwvexqvcj9.hsgfqjcrre2qd7soy_vktqrmolmfqwrlncvrycsji0a/image;s=320x240
a3,audi,audi a3 cabrio 2.0 tdi s-line,2015,95500,27500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6immxyxjxcwtuc2x6ntmtu1revlrmufqifq.14libay6bf_ywkdt8bvzb_pkhgd7n0sd27xtqjqn7sq/image;s=320x240
a5,audi,audi a5 2.0 tdi quattro s-line s tronic,2017,115223,35490,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inr6ahdzzmwxa3zoatitu1revlrmufqifq.ywcrv6hnedd6obwi6zevr-_pgzt-fzi7ur3xt1ly5og/image;s=320x240
,citroen,citroen spacetourer 1.5 bluehdi xl business,2021,75000,37500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijjhcnrkczexyjlkmjitu1revlrmufqifq.7gfvhi8mkqetpuubdzc2hrymploxr8r-8ypje4owr2m/image;s=320x240
a3,audi,audi a3 sportback 30 tdi,2019,73912,21490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ink0zdd3zg9zagnplvnurfzutfbuin0.wnz18ci9vqbvsr-dpox3soqrnedjwgqgipjaqp9jkuw/image;s=320x240
a3,audi,audi a3 limousine 2.0 tdi s-line s tronic,2015,174769,24900,diesel,automatica,none
ds5,citroen,citroen ds5 2.0 hdi hybrid4 sport chic cmp6,2012,176000,11250,híbrido (diesel),automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ine0m3djoxnqd3o3czetu1revlrmufqifq.tp0k261ezygjdrxzsqrpeaqfknfwxdl2bvrrkcjlvp4/image;s=320x240
a4,audi,audi a4 35 tdi advanced s tronic,2021,53000,37900,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbwm3a5ajjjmw1yotitu1revlrmufqifq.kpe4qa9bnses-pmvmskdgy_6pzf0vtsfuxa94hlscly/image;s=320x240
a5,audi,audi a5 sportback 40 tdi sport s tronic,2019,58000,35500,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijq2bg92anp6yzrpddmtu1revlrmufqifq.5mxkmg_zgvapfgsnqs-hz4nz8-rwne4hdikmaclgcie/image;s=320x240
a1,audi,audi a1 sportback 1.6 tdi sport,2015,97219,13500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijznntjlzzuwmxplatitu1revlrmufqifq.is7epzf_yh8gbcnrvcjr7rrpnbvrnqhyurq5gror6x0/image;s=320x240
,citroen,citroen c-elysee 1.6 bluehdi exclusive,2017,220000,8000,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inr6ewplow5lmmpmdditu1revlrmufqifq.yo695i4e5_kpqmf0mvsehggpxb-in_t18vl49no6j-e/image;s=320x240
a3,audi,audi a3 1.6 tdi (clean diesel) ambition,2016,183184,17400,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvmd2nomw8wyzzyntitu1revlrmufqifq.3213reh8ah5qctwzanrg5aoyjxz-zb4cdkf8nqgq6xk/image;s=320x240
a3,audi,audi a3 sportback 2.0 tdi s-line,2013,179000,18900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijqwdwfqntv5cxkxmzitu1revlrmufqifq.puozevigyf2eovsozvfa_deijcznedxjxll3paegubk/image;s=320x240
ds3,citroen,citroen ds3 1.6 bluehdi sport chic,2014,162631,13490,diesel,manual,none
a4,audi,audi a4 avant 2.0 tdi s-line,2013,170000,21500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inhnyxpsyjk5btrhbditu1revlrmufqifq.aj3pwpb9p2ibuitlzidkfmar9hkb6jhdoapfamx17so/image;s=320x240
c4,citroen,citroen c4 cactus 1.2 puretech shine,2015,123327,12900,gasolina,manual,none
c3,citroen,citroen c3 1.2 puretech collection,2016,82000,10390,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvqcnowbta4oglomi1tverwvexqvcj9.sgekmptbvw77nvjcrjsgcityeujeja1g2fswnqyh2p0/image;s=320x240
ds3,citroen,citroen ds3 1.2 puretech chic,2013,94509,11750,gasolina,manual,none
berlingo,citroen,citroen berlingo 1.2 puretech feel,2019,53757,17990,gasolina,manual,none
q2,audi,audi q2 1.6 tdi design,2017,149000,21490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ind2b3dpbmjzenjtczetu1revlrmufqifq.9krihbhfxoj-cefdolo9kgxomrtx_czyfdnllbtjqzq/image;s=320x240
a6,audi,audi a6 allroad 3.0 bitdi v6 quattro tiptronic,2015,235000,27500,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imjtewnqejewehfiajitu1revlrmufqifq.isvsed3bslwem8vrql9e8zksedtcdnmg0xs2medcgiq/image;s=320x240
a5,audi,audi a5 sportback 2.0 tdi s-line,2015,138000,24450,diesel,manual,none
a1,audi,audi a1 1.4 tdi s-line,2017,143448,18490,diesel,manual,none
tt,audi,audi tt coupe 2.0 tdi,2015,123100,29900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1hymdqm3przxi3cjmtu1revlrmufqifq.eknumexvwnn6uhnmwzlmrvver-a15mzsp628dy_as-g/image;s=320x240
c1,citroen,citroen c1 1.0 vti feel etg,2019,86152,11500,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im41cdnynxribti4njmtu1revlrmufqifq.ws83ufajmkdr06_d7mkxbehbzl9ylwudcaxai4k4s_o/image;s=320x240
c5,citroen,citroen c5 tourer 1.6 hdi x,2009,275933,6900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imi0n25vahy5axizdjitu1revlrmufqifq.w5nkmvxffyhejl-aol4pritbp99as1p_tva3r5xdnza/image;s=320x240
a3,audi,audi a3 sportback 30 tfsi s line s tronic,2022,19000,31900,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvqena4bwljetvzdjitu1revlrmufqifq.unmzhtwwblmry0vj4zswd_8jqekbh7chxkf8gheai9u/image;s=320x240
c4,citroen,citroen c4 cactus 1.5 bluehdi shine pack,2020,54881,19800,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijgxbtljahe0axbnodmtu1revlrmufqifq.k-asbqnphem_du-9cv7vabtadjgreztdjor-cih0wjs/image;s=320x240
a4,audi,audi a4 1.4 tsi design s tronic,2017,45678,58834,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijjmotq3ntbyd2t6yzetu1revlrmufqifq.cysffnwfesgljptfbqalydlfelhdjxplwkbaudqslti/image;s=320x240
a3,audi,audi a3 1.6 tdi s-line,2017,149000,21500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imc4dmfonwrvbnrydditu1revlrmufqifq.ukwv_zwiuiekzyzxrqcv3z63lnrq0sujgujeocsis6e/image;s=320x240
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,21147,18500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imgwyzj5nwr1ank5ctetu1revlrmufqifq.pn8navrrmifr72f_i6htohfge-e0v86f692oilmzdhe/image;s=320x240
c4,citroen,citroen c4 1.6 bluehdi feel,2015,210456,11680,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnymxnhzta4cng3by1tverwvexqvcj9.b0deoy7dphkrqgqvtlh_scs0bxn_gudibdev5hbqng4/image;s=320x240
ds3,citroen,citroen ds3 1.4 vti chic,2011,189360,9680,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijntcjhzd29qzdz2cc1tverwvexqvcj9.9quf2ideboowaeygjuv525sswkwnc2ekdqcgep2epxy/image;s=320x240
c3,citroen,citroen c3 1.2 puretech feel,2017,139900,13500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6invmyxfxngl3c3o5etetu1revlrmufqifq.yadxlhkwbhcy9uzzdk4ycdanhv3tctfdgpv79r8skou/image;s=320x240
