car_model,car_brand,car_full_name,registration_year,km_to_date,sale_price,fuel_type,transmission_type,sale_picture_link
polo,vw,vw polo 1.0 tsi confortline,2021,41750,17490,gasolina,manual,none
clio,renault,renault clio 0.9 tce limited,2014,134071,12900,gasolina,manual,none
clio,renault,renault clio 0.9 tce gt line,2017,90000,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indqdw8ymwpmmjhxdjitu1revlrmufqifq.wmh0wgyvrzmo-yz_ikv42-l-rr6ax3kwq8mivbcmuvy/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2020,94000,19750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ino3ehj4y3b5dhbyyy1tverwvexqvcj9.zqz8l7g46ozzhldw2hcui4ielbdjmlero4lruaanfpg/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline dsg,2021,29763,17280,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imj2atzsatnxmzhhbzmtu1revlrmufqifq.v9ddhs1djzpdnewykbdl-gp3jn-qccdlzry1pcdtclk/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited,2018,91944,12800,gasolina,manual,none
clio,renault,renault clio 1.0 tce limited,2022,17603,17480,gasolina,manual,none
clio,renault,renault clio 1.0 tce rs line,2022,26479,19980,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ine1mwvkz205znbtodetu1revlrmufqifq.mrfw6nthhx3womkyz5o7jykdf2q7eqgkuntfqk5ggmy/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2022,21321,17980,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indtowo0cdz1mgf4ejetu1revlrmufqifq.s7vloyy4o-cbj6ya-lniewgrro-xceya0-zxxdy9oa0/image;s=320x240
polo,vw,vw polo 1.6 tdi highline,2018,146123,16550,diesel,manual,none
clio,renault,renault clio 1.5 dci dynamique s,2015,121986,12900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ink1cmxqodl4a3doni1tverwvexqvcj9.fimptqzrjywqtwe_d-uxjwt0wspttw8wpztckyhh3zi/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited edition,2017,115000,13490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imt2cni5etvsota5mjetu1revlrmufqifq.rvp_6gvpkpzlmcmew-ka2mei69y9ikulcguzpubjaki/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2021,68510,20980,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inf1cw03dgf3zzjsatitu1revlrmufqifq.wq6zsn4duhpoa-icx9t7opt9y005wu946fpzvfmcdxk/image;s=320x240
clio,renault,renault clio 1.0 tce intens bi-fuel,2021,48440,18980,gpl,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijfzmglhntf4ajrpdi1tverwvexqvcj9.pznkqhddutd8ncianjrjhz05ax43rfyz4c5w4oheqmk/image;s=320x240
clio,renault,renault clio 0.9 tce limited bi-fuel,2019,138445,13900,gpl,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innjyjrvb2xlewvtmditu1revlrmufqifq.pg-tafwxneoixjbhjhxuo8p6lrnguzxli514cyoezcs/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2017,107704,12990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imfqmxntohn0czixec1tverwvexqvcj9._7jlyi_8tlvp3c5ji6axjobfjngdieeroov7iwqnu84/image;s=320x240
clio,renault,renault clio 0.9 tce limited edition,2019,75000,13980,gasolina,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited edition,2018,145420,12689,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijzkohz3ntg5dgvuyzitu1revlrmufqifq.i7bxyqyhur4ni8fi_0fmfbv2kb2b6aqsxukh0ookxc4/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline,2021,46100,16490,gasolina,manual,none
polo,vw,vw polo 1.0 tsi confortline,2021,51247,18750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im4znmt1etztd2q4dzitu1revlrmufqifq.fqxuo0muksy5jysdcqnfpvemgqirthgsutho1u9-yey/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline,2021,41953,18900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iji5zwv2cddloxrrmi1tverwvexqvcj9.sger99k8z4krksbazf2fuywxr9nbzg8e3jxrbu51jtw/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline,2021,41990,16950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imfhbtcxn28zmxi5ci1tverwvexqvcj9._owfuqtap9orsoe-qtzvsupnfbjooicwlnqcc5cvs-e/image;s=320x240
clio,renault,renault clio energy dci 90 start & stop dynamique,2013,198000,9990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imltc2robmtnohd6etitu1revlrmufqifq.xf4baev9_94ngxfifwvnj2mqy1ugihqep7fvi8wair8/image;s=320x240
clio,renault,renault clio 1.0 tce rs line,2021,64433,18450,gasolina,manual,none
clio,renault,renault clio 1.0 tce intens,2021,63917,16450,gasolina,manual,none
polo,vw,vw polo 1.2 confortline,2011,139000,8490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ink0mtdhn2u1mhhvotetu1revlrmufqifq.hphruk_hosfteq-8zu08r_j8olkz-ejy-f74dicbx64/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited,2021,45838,16480,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infvzwtvb3k1zglkejitu1revlrmufqifq.7uosxzyrpjgaxoejsgwtyizykdcoo2hroeiap88_pie/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci gt line,2016,162930,11950,diesel,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited,2016,117636,13480,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iml0yxuynmf4d2n2zc1tverwvexqvcj9.eqrhy9vge3ofsv5rv4yp35x_eq0vlzkht7rhkt3apko/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,75000,16500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imgwbji3cgzmczhpnditu1revlrmufqifq.ve3x-evip5fazypm9w1ckxxakykou9dahrojvmgivv0/image;s=320x240
clio,renault,renault clio sce 75 experience,2021,78000,14490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imfsdjhoamlxmmjoas1tverwvexqvcj9.izr4ebn2qszi3nkuk6ecvnkm9e_wcxduwgkps0hfmbq/image;s=320x240
clio,renault,renault clio 1.6 e-tech intens,2021,42774,22780,hibrido,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inqyehb5ytewyjf4bs1tverwvexqvcj9.avmadlcg7dwt175vfcthyhsq0yd5vqut-66htgtqct8/image;s=320x240
clio,renault,renault clio 1.5 dci limited edition,2017,111400,14690,diesel,manual,none
polo,vw,vw polo 1.0 tsi confortline,2019,110640,13990,gasolina,manual,none
clio,renault,renault clio sport tourer 1.5 dci dynamique s,2013,154535,10450,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6invkeg40dgq3bzjmmjetu1revlrmufqifq.zontimbamhbsgq7nrw3v67xltwpf8tbuygk08-czjra/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,46321,15490,gasolina,manual,none
polo,vw,vw polo 1.0 tsi confortline,2021,59916,15900,gasolina,manual,none
clio,renault,renault clio sport tourer dci 90 dynamique,2019,98000,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inqxcgf3ow5rcmfucditu1revlrmufqifq.5czbfrycerlay4ta17cfyiq51mjttt23omk_qxckhve/image;s=320x240
polo,vw,vw polo 1.6 tdi confortline,2018,108160,15899,diesel,manual,none
clio,renault,renault clio 1.0 tce intens,2019,60101,13880,gasolina,manual,none
clio,renault,renault clio 1.5 dci limited,2018,131500,16900,diesel,manual,none
clio,renault,renault clio 1.5 blue dci rs line,2020,97209,18900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inzyedn6dhpvdxi5yi1tverwvexqvcj9.hyo9tgyq6ljni19wxaeppjiqkscslojfou882lf0rzg/image;s=320x240
clio,renault,renault clio 1.5 dci gt line edc,2019,40000,16990,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inljetbqajnkz2nzmdetu1revlrmufqifq.rnet_emb8yt3xbxo3g4863-ccgwndbjf4tv0mxypodu/image;s=320x240
clio,renault,renault clio,2020,82000,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijz6d3z4odd5mhpsni1tverwvexqvcj9.1gezwtrdtltjniq3h3a4p6ljdc5o0bmsoh-6xxnswry/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited edition,2017,186261,10490,diesel,manual,none
clio,renault,renault clio 1.0 tce intens,2021,64203,16250,gasolina,manual,none
clio,renault,renault clio sport tourer 1.5 dci confort,2016,190000,10800,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inhkmws1mge2adu0dzmtu1revlrmufqifq.gp4gnqklwufktojwozk6hdayun6yqadgwmupkrj-0yq/image;s=320x240
polo,vw,vw polo 2.0 tsi r wrc,2014,97381,27500,gasolina,manual,none
clio,renault,renault clio 1.5 dci dynamique s,2016,173641,10900,diesel,manual,none
clio,renault,renault clio 3.0 v6 sport,2002,60000,64999,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inyxcw93njb4cxfqnzetu1revlrmufqifq.52e82wcgcphpekavb90ofvdbbmejhmtdwjzlq49c6i8/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique,2009,245480,5780,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijh0ctllb3v4ewxxmjitu1revlrmufqifq.xpdor8s4cs-gznjlnayjg8s2i3rrk8s2jvkcj55nrwu/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,167000,12900,diesel,manual,none
clio,renault,renault clio 1.5 dci gt line,2018,113000,14900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imo0czf2zxjsems2cjetu1revlrmufqifq.ijip2ehzdgjguptzpakqkh_9itgnbolgirevgd3lmdm/image;s=320x240
clio,renault,renault clio 1.0 tce limited cvt,2021,22447,18500,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inziznfqb3bzdtd6cc1tverwvexqvcj9.gxiy02vbt3hwrekidvnikk_nefx2idzivukqrq8jpau/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2021,71149,22150,diesel,manual,none
clio,renault,renault clio 1.0 tce limited,2022,20834,20500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inb0ndnsdzbudxh6mzitu1revlrmufqifq.bud-khptcew9vpepkqbwceyook0dryiilnqfmk8zakk/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2019,62700,14750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im5ozxnvdzlvc2xqcy1tverwvexqvcj9.cepuemc8b7eoneedw5komh1gtet0-pcnjkugk64tgni/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2022,25502,18500,gasolina,manual,none
clio,renault,renault clio 1.0 sce zen,2021,15490,15490,gasolina,manual,none
clio,renault,renault clio 0.9 tce limited,2018,115000,11990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imwzm3j0bmduy3cway1tverwvexqvcj9.cjca6s3rrfv0j9brxtfsta2ugruiskpspoimqfzoyrs/image;s=320x240
clio,renault,renault clio 0.9 tce confort,2015,134990,10999,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijm3c2m0etllnw9ibjmtu1revlrmufqifq.enb5jy4mxpclzpsam12jtbxhmp_wsgaidaf7y-0luyi/image;s=320x240
clio,renault,renault clio sce 65 equilibre,2021,24000,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infkmtjwymjuyzjjytetu1revlrmufqifq.auryti_imqmgfcqw2gmqp0zvi6_8tzzmrtf73zpbnxo/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci gt line,2018,83000,14450,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innpaznmynb4zhj3zjitu1revlrmufqifq.ono4g7ooqeyd-q8p69hrz5dad3uu5kctsvi-wx-nlfg/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited edition,2018,52000,14490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innid2r6aju2btbibjitu1revlrmufqifq.ghmqeou3paorl4tenmekv3r92ouwtabzxupqk4owcqg/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2021,58729,16740,gasolina,manual,none
polo,vw,vw polo 1.6 gti,1999,137000,4900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijh6z242cnvhbtq1zy1tverwvexqvcj9.aegyhtcnwainprmvtt3lxewsaaz_qxarda086ugrie4/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique s,2010,200000,6990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im45d25uewvwyjhtyi1tverwvexqvcj9.jboraoprisggmq6u7qwhftpulxw7mhd5deefx8ch8iy/image;s=320x240
clio,renault,renault clio,2021,20100,19500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpjb2rta2pym2hxmjetu1revlrmufqifq.ajqr9fie9vhlwt0d86dgy8n4_qtbjdxhp14jm7mfogq/image;s=320x240
polo,vw,vw polo 1.6 tdi highline,2009,241700,6900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imhhdjbqmndwaxz5yzitu1revlrmufqifq.f8eh_ifhn3px2xazf1kxjd0_jihvrt984tbjwi6-wvw/image;s=320x240
polo,vw,vw polo 1.6 tdi blue motion trendline,2018,158000,15800,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imnwy2j0zwu0mdvhatmtu1revlrmufqifq.uzkmjet_8qkrc00of4yzvvbhwshdupnhcx3mczf0h6k/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2019,111281,16890,diesel,manual,none
polo,vw,vw polo 1.2 confortline,2010,150552,7850,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imrhdty2c2jwdxq0njitu1revlrmufqifq.oktmufh6p6kp2blmk20e8c-mjxwrynt9ygp0f-ktyx4/image;s=320x240
clio,renault,renault clio 1.5 dci confort,2016,145000,12980,diesel,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited,2019,159209,13980,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infwcji2mwh0cghtmjetu1revlrmufqifq._wsk686qwhinnj-zuybkipjjqcghtf9dbc__7svwx4w/image;s=320x240
polo,vw,vw polo 1.0 confortline,2015,40000,10900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijz1bg1jm3ltczf3es1tverwvexqvcj9.8_j4qzpyrft865tytn1m01qyp_u4dx-0zyniehwy5t8/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,124151,11650,diesel,manual,none
clio,renault,renault clio 0.9 tce limited,2019,14500,13500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inh6bxixenr0edzzmdetu1revlrmufqifq.okor94h6cdfob9svxokkkxhplsz1-xhaf8ailkzlgp4/image;s=320x240
clio,renault,renault clio 1.0 tce exclusive,2021,34872,17480,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijiyzhzwddy1axa4atetu1revlrmufqifq.agua3inwdjcntd-8p39iiwtg_rjnilrcbjw89sde5u0/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2021,52821,21480,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imwzmxj2dhfwn2xqlvnurfzutfbuin0.efzsqc81rrtc6kprxxnucnjxadihd5huei54bztrdra/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,264603,8990,diesel,manual,none
clio,renault,renault clio 1.0 tce intens,2020,1,15990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inc5oxixymo0cmhhztitu1revlrmufqifq.b6kiqgjcwe4oyxtzuiihlcgblrpffphwfbiox3ve5u8/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2019,79500,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijn5c2d0mzhycgi0ntitu1revlrmufqifq.yh6ouemtfwzt7wpvab_kstxutwbvtx56xn6hkro_r08/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,129185,14000,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im85bxnwcjz5mjd1otetu1revlrmufqifq.yusb53ztz_z-mxwv8atrl0fcdwivyh6d5sb6nptfvlq/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique s 82g,2016,189860,10500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzsmxa5ywxzcgntnditu1revlrmufqifq.mg184n76w0dwxhdxu3wqdrhezul6uwoc0fys1at_miu/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique s,2014,219000,9990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ino3dtjjmnu0enrqmtmtu1revlrmufqifq.olzkwghgmz2wjsai9n_gp7eg9yq9vwwrqcfh64ek284/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,31500,17000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ija0zm03zthtcgvjedetu1revlrmufqifq.ffuj_evsfyb0mm8oaqhsw10qtekmzdhnr3uyv7jhtqc/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,167457,14750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inj1mna1bmr0njlmai1tverwvexqvcj9._yvebfu1iglnhdirmtz_zsarp_cgxo0e5nvtdpmlcqy/image;s=320x240
clio,renault,renault clio sport tourer,2017,136846,14950,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ind1mtqwbgtnztz0djitu1revlrmufqifq.bwqujexixbisaks2j0nu0ru12kejg4we7ynuvyka3za/image;s=320x240
clio,renault,renault clio sport tourer,2017,140893,14950,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imllcdzvnxfhbgy1ns1tverwvexqvcj9.rnvckw6c5eomcpbviwsvehovdm60giyipd7ysnk6ay0/image;s=320x240
clio,renault,renault clio,2018,106489,15500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imiynwjqcjzjn2p1os1tverwvexqvcj9.op3hhvwrs56ed8n0z9asizuy58q5aexgwrtz_xptq4m/image;s=320x240
clio,renault,renault clio sport tourer,2017,132485,14950,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijd4zth4m3jldzjyejetu1revlrmufqifq.gmgol2exyozvylravgdcakgc5acvqkvki9f6sordkwo/image;s=320x240
clio,renault,renault clio 1.0 tce intens bi-fuel,2020,37848,18490,gpl,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijg2azridny0ymezytetu1revlrmufqifq.rdcm-ick5unflz5wrqtzffmskdad25dm7fjx_rzrm8c/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2016,50000,11000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imn4axfjbxb5b3dlndetu1revlrmufqifq.oarcpqcly9nowjnsaqf3o3bfhsadwgebgnl8rxjso9w/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited edition,2018,105826,12890,diesel,manual,none
clio,renault,renault clio sport tourer 1.5 dci gt line,2017,116000,13400,diesel,manual,none
clio,renault,renault clio 1.5 dci limited,2019,74000,14500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnjdzduowq0dty4btetu1revlrmufqifq.xqm3ecnwo6vqdct2ebc_d8ujaf3bn-u6ntwg326yqfi/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2016,143000,10250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imw1dmu2dje0oxhnmzmtu1revlrmufqifq.s_ft_uqlsm7yadlvhipljumql37xsy_tg4zttljmbnq/image;s=320x240
clio,renault,renault clio,2018,108656,14850,diesel,automatica,none
clio,renault,renault clio 1.0 tce limited bi-fuel,2021,39587,19490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imn2nxz3ow8xenfpzi1tverwvexqvcj9.es8wnczdvh0nk5xmrjrxcwvaszkd7xiqjd-s8h8uvs0/image;s=320x240
clio,renault,renault clio 1.0 tce intens bi-fuel,2020,31090,18990,gpl,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imcznxvpohmwbm8zmdetu1revlrmufqifq.5cvofay-geslowq8ldpgui8fwbwsrl9y6pien6ckysq/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2017,139501,11750,diesel,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited,2018,120420,12980,diesel,manual,none
clio,renault,renault clio 1.0 tce rs line,2022,20366,19499,gasolina,manual,none
clio,renault,renault clio sport tourer 1.5 dci gt line,2018,140200,14990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imyzm3lvcdh3ogxycc1tverwvexqvcj9.alo_dlxkmw2x2bynome3lbxw0xz9xs2rwl2cyzdwale/image;s=320x240
polo,vw,vw polo 1.6 tdi confortline,2018,105807,16199,diesel,manual,none
polo,vw,vw polo 1.6 tdi confortline,2018,98610,16399,diesel,manual,none
clio,renault,renault clio 1.5 dci limited,2018,122000,13900,diesel,manual,none
clio,renault,renault clio 1.5 dci dynamique s,2016,170000,10990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzuaxphoxu1mzrpadmtu1revlrmufqifq.arycsxsurjdyd_x7lmcjjcah5ylzzbydds2budmp2uk/image;s=320x240
polo,vw,vw polo 1.0 tsi life,2022,36898,18490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imsxbjfmzhz3cmtzec1tverwvexqvcj9.n8gchp0zujba9uevrw2edznvkece3tepk8sunzjqopm/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,32000,14800,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijn6awczdxvvnxlpotitu1revlrmufqifq.dquvmraqugy7koakyycl4o1qvyr50148ou4v9enwen4/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited edition,2017,55000,11990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imw1dnvkadr5c3y2mi1tverwvexqvcj9.ftundgx2ctbka3fyiqalsl0r7xwlvtfuywbmh-eswuq/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,80000,12999,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijltdgtuym02bzm3ec1tverwvexqvcj9.maejqijh0igyrhtddtzm3mh-hhvzcflhvrrysjchjlk/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2021,46223,16740,gasolina,manual,none
clio,renault,renault clio 1.0 tce rs line,2020,41511,17950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imn4zjduehzlzjfjcditu1revlrmufqifq.fgqtp-gznpbf5velz0jwpdsuq0vfwni2n_tszvpiraq/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2021,27124,16990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imdybny2yjd0bgryay1tverwvexqvcj9.dez6_178tzi3iai-30mvuseoe5khycuza-2v2xjjb8i/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2022,18488,17890,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imo5mwzjn3j1odl3odetu1revlrmufqifq.penzx5l6oyvaqbhxom0epiizimczf-fjwytn4psfoaa/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2019,259146,10290,diesel,manual,none
clio,renault,renault clio 0.9 tce limited,2019,51500,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijdzdhfpdwu1mwltbjitu1revlrmufqifq.cxlgi4dzul2apjkguidlk80jrlgzgnjtf6y4qombjvk/image;s=320x240
clio,renault,renault clio 0.9 tce limited bi-fuel,2019,89000,14990,gpl,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imqxenvxetvqy2vhajmtu1revlrmufqifq.jmwekdzf-2ifggax-ovcqbsy8ger3p1tcr0uyysrxeq/image;s=320x240
clio,renault,renault clio 1.2 tce gt line,2016,57000,16500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imhza2r5ztjzdgzpmzetu1revlrmufqifq.h7joilb5dw5bmrytbxy2twjujqphqgxu4_neb8cxtkm/image;s=320x240
polo,vw,vw polo 1.0 tsi,2021,45000,18750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijjzajixegd6yxnsay1tverwvexqvcj9.a9ywi4a31sbpbze14gtszr9deec_3lm3py3zdql6hqu/image;s=320x240
polo,vw,vw polo 1.0,2021,38800,17550,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imrsawoyotlzajqzatmtu1revlrmufqifq.49kcgrj_ol9mzeq8npov_so_j-0o6-s4v8xpagree_e/image;s=320x240
polo,vw,vw polo 1.0 confortline,2021,70365,16950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innham43zmrjym9wmjitu1revlrmufqifq.exeayatkadkkb6bwsoivga8lar1jkbkqxn-c4zieyzq/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2022,27000,18950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indymw80m3g2mxo1bzetu1revlrmufqifq.6esvbw2hyzewlolpfixksdsio69_d1i_likfffezr8e/image;s=320x240
polo,vw,vw polo 1.6 tdi confortline,2018,31444,17700,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijl2a2lzntvkaxcwctmtu1revlrmufqifq.sjggzzt4zmw8xubfiuzd7ciaelv8q0n1htxrfaey394/image;s=320x240
polo,vw,vw polo 1.4 tdi confortline,2007,219853,6990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijhwam0weja4otm2zjetu1revlrmufqifq.uv6p-6dn1dmix3wd4ljpulko0gc6xtjpcjk26bsfrho/image;s=320x240
polo,vw,vw polo,2011,193000,8950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im04n256cwdlytrqmy1tverwvexqvcj9._cybezirr0zzklifxl8t18gx5s1exjv8u9ejs9gbyeo/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2018,125464,13480,diesel,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited,2018,104120,13500,diesel,manual,none
polo,vw,vw polo 1.4 tdi bluemotion,2015,119507,12490,diesel,manual,none
clio,renault,renault clio 1.5 dci zen,2018,164619,11190,diesel,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited,2018,98000,15900,diesel,manual,none
clio,renault,renault clio 1.5 dci gt line,2018,100208,16500,diesel,manual,none
