car_model,car_brand,car_full_name,registration_year,km_to_date,sale_price,fuel_type,transmission_type,sale_picture_link
polo,vw,vw polo 1.0 tsi trendline,2017,106538,12900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijh0b2o5ddbszwnxcdetu1revlrmufqifq.ly8nhbopsjo-ccptfzvcmyubhpnwqm8xysd1i6ihc88/image;s=320x240
polo,vw,vw polo 1.0 confortline,2018,65000,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iny3nwq4mnfqmdbjajitu1revlrmufqifq.dft6gths-sq7hkidy7cfhpbudd4bnirzfgnzj510gee/image;s=320x240
clio,renault,renault clio 1.0 tce intens bi-fuel,2021,14000,16500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpiehh6ntnjntrqcditu1revlrmufqifq.hjsyh5l5x-qofobz4pi6vuf3otk4w0h18phgbgtalfm/image;s=320x240
clio,renault,renault clio 1.5 dci gt line,2017,107000,13900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbozg03mhzxzxq2czetu1revlrmufqifq.czgb_4x-qijiievpmv87ogfrv10jfksi6xafyigocxs/image;s=320x240
clio,renault,renault clio 1.0 tce equilibre,2023,790,19250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imx0nnkzmm9naxlwdi1tverwvexqvcj9.i_tcziwlkrfa59ym_dipp8wkgqeyipyy831ghdufyms/image;s=320x240
clio,renault,renault clio tce 100 intens,2020,74000,15750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijn4mnjnntrtagg3ms1tverwvexqvcj9.yswpgtibzpqpwaxotn7hbnysxrrpzgvr9n2rh5k4jds/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2019,118200,11990,diesel,manual,none
polo,vw,vw polo 1.0 connect,2017,81545,11750,gasolina,manual,none
clio,renault,renault clio 1.0 tce limited,2021,50150,16750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imd0nmd5y2s2n2s4djetu1revlrmufqifq.u-ewa2-m9hi-r7zcrg6mw3yy-91xydvsl2heg_due0c/image;s=320x240
clio,renault,renault clio 0.9 tce,2015,188570,8900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijfomjj1ywlibxbyajetu1revlrmufqifq.flrd6daezyrkkkfkeol9telw647uevkyrshjwducymi/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline,2021,65000,17990,gasolina,manual,none
polo,vw,vw polo 1.0 tsi confortline,2021,57500,17990,gasolina,manual,none
clio,renault,renault clio 1.0 tce rs line,2020,32024,17950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imtsywnpawfkywj4zjetu1revlrmufqifq.ydhb99rtbkosirdi8rgex3sf2w0uvb7yjuzy2e2g09a/image;s=320x240
clio,renault,renault clio 0.9 tce zen,2019,79500,12990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inp0mgxmdzk4otzjadmtu1revlrmufqifq.lnsl_4h3c1-fuk5liph6zs2_pfj1c9u_qq0xoswufru/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited edition,2018,94296,12990,diesel,manual,none
polo,vw,vw polo 1.6 tdi confortline,2019,166024,16990,diesel,manual,none
clio,renault,renault clio 1.0 tce evolution,2022,25639,18290,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inm5dhoxa2sxbw13yi1tverwvexqvcj9.szbqb02jz2r1hbno_dy2ki4agrf5dkcynjbiw9llaoq/image;s=320x240
clio,renault,renault clio 1.0 tce evolution,2022,18492,18290,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iju2zwhwoww4djnpnjitu1revlrmufqifq.vq1mza6idy4e34wtuc85zkcvtdiomk0isceg1swwb3u/image;s=320x240
clio,renault,renault clio 1.5 dci confort,2014,79000,10650,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inbrmnfwnng5mxgyni1tverwvexqvcj9.tnbgtwyfnrbaf1irotuickbhgjsl-ssr4t10wky6xro/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2016,147057,12900,diesel,manual,none
clio,renault,renault clio 1.5 blue dci intens,2020,150068,13890,diesel,manual,none
clio,renault,renault clio blue dci 85 experience,2021,66199,18500,diesel,manual,none
polo,vw,vw polo 1.0 life,2022,47815,17890,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijrly3pubgnodtezzjitu1revlrmufqifq.ks4yw4kadlrcv8iqky1zpdmpk2zvsczb0va3meq8nue/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited edition,2017,66455,15250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innrzxk3c21kcwwxyjitu1revlrmufqifq.yyzrcvruagu5w7lmqyxsqykzpz7jh5rx5eyq0vs1tnk/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited edition,2020,58573,17250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imhtmwh3zzvxbxd6njitu1revlrmufqifq.kk_5gh3v6answpew9yewpbogxor4xkx_b0x7oveqvwq/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2022,29556,18500,gasolina,manual,none
clio,renault,renault clio 1.0 tce rs line cvt,2021,69447,21790,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijy0anjzdmo1yjv4cdmtu1revlrmufqifq.gxi_gd9olrq7siky1d-xmchkzt0s0ke-qjklcpy7qey/image;s=320x240
clio,renault,renault clio 1.0 tce zen,2020,74980,15380,gasolina,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited,2018,214914,11290,diesel,manual,none
polo,vw,vw polo 1.0 tsi confortline,2021,42000,18500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijrjdjm3m3aybxvzzjitu1revlrmufqifq.ohu4gkluqopt8feutdnfmmdzig2fv83qbda4uydif5e/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce zen,2019,135000,11990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzxdxfjnwjzd2kwazmtu1revlrmufqifq.hvk9moowia_82ljxtgjsyofaafjjbwjpsvrggdz4xua/image;s=320x240
polo,vw,vw polo 1.4 tdi lounge,2016,64633,14490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imj5ync1axe4dwtmdy1tverwvexqvcj9.pguj6gpg-wfjmc-y9yfbbcnpeo6qqmkuagdusp6rdx4/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2017,87000,14990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijm0awfjd2l1dwvzzy1tverwvexqvcj9.tml78nmivw83qb_djmmuol6mrdq3dztydfydseeult4/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2021,60750,16250,gasolina,manual,none
polo,vw,vw polo 1.2 tdi blue motion,2012,137000,10000,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzwdgf4dmjqc3h5czmtu1revlrmufqifq.j99psfn5mswk692ppwd5erw0us3nile5j3y_wmsq3cs/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,28399,18490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inbpmgrzyxlsdzz4otitu1revlrmufqifq.nbk9rkg5ncyzi0dwtwzcti7jnxt89yohwvyljndkxnm/image;s=320x240
clio,renault,renault clio 1.0 tce exclusive,2020,22241,18750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inv2a3izzxluam51mi1tverwvexqvcj9.qdfz63tgghezekryax1bu-ahim0wqp9na1fe6hbgyue/image;s=320x240
clio,renault,renault clio,2018,54984,15750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6invvamj4anjtczljys1tverwvexqvcj9.en1c6zalynbri68t7uehu2m6cnx261sjleu5y5u-cts/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,22022,17990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imp0zjuwbdrnbxfkbtmtu1revlrmufqifq.vnd373lmvlwpmfdnk_oe4mdeksgkhfynyjkd6-pmuk8/image;s=320x240
clio,renault,renault clio 1.5 blue dci intens,2020,85034,17900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijhya2s1amzhotfxetitu1revlrmufqifq.xkfl9hascgpvqechlgh6tkeiwhwblxhsr3ap17acdwq/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,34446,18750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvua20xoxgxy215cjmtu1revlrmufqifq.h-5zz3z7pmjfi1ia-oucm6vwz_gqsiorazswmoaitsy/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2016,125966,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indjyxpqb2s2ndm0ddetu1revlrmufqifq.yhw_wyezny8yx6u0oom6eaznj5xkrfkfozjgf-h4zxu/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci zen,2018,108000,15750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inbqn2hxzgribxjletetu1revlrmufqifq.jy8prmd47a4z4ysgaeouioridtplqztz6nrlrivydf4/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited,2018,70615,14300,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imdldgnxzggxejmybzmtu1revlrmufqifq.gaqeid7feb8sahry4ap7ei9mmaugqhaj_fwkdbv75s4/image;s=320x240
polo,vw,vw polo 1.0 tsi life,2022,33000,18490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpkmjlrdzd1dndznzetu1revlrmufqifq.bgjp8y0cfdyaxlprxtrztc1foiol9jb9gnwgfunvoj8/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2018,151200,14400,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6impozhhintqxc2ltzzmtu1revlrmufqifq.9bx-s2wemh1kzb7bza9wjxpzwnncpqhcbchmfprmplg/image;s=320x240
clio,renault,renault clio 0.9 tce gt line,2017,106000,12500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iny0ndl0cjcybgv1czitu1revlrmufqifq.ew07cwi5jhqmqtq6lnhiwfvzvmwau2pey0anokuwugg/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique s,2014,127000,12750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injnmdvuagnhnhdonditu1revlrmufqifq.ulquzmtzmzbvln4qtxpkbnhx_iahbdrte5-jh5yb0vm/image;s=320x240
polo,vw,vw polo 1.2 tdi street,2013,105000,9350,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inawbhpjb2dzzxdiec1tverwvexqvcj9.cr_vntxl6gun-kveiq-abz2uef0xudpjra-atwwgo0c/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,80992,16400,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijzrztdmogmxdxltei1tverwvexqvcj9.btgfanoew05ehaeeihkjsbcp8kuecp7qiq5czfnpexm/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2017,69628,13750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imxsbmswadk5mzfznjitu1revlrmufqifq.thcdthnyqymw5bzjah-svacottneqx42_4d8fgexxgq/image;s=320x240
clio,renault,renault clio 1.2 16v 75 dynamique,2007,238640,3860,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijkxagyxyjr4bmhsds1tverwvexqvcj9.ii4icq8yhc226hunaryhspc4ws19unacz8pnz_sxxe8/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2018,72000,13950,gasolina,manual,none
clio,renault,renault clio sport tourer 1.2 16v 75 luxe,2018,115000,10480,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imd5mxawcwtqzwk2otmtu1revlrmufqifq.-orq8zmsdomqlmow_ggenuwfrf7dbm0ve8shub9fkfa/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2020,95000,18950,diesel,manual,none
polo,vw,vw polo 1.0 tsi confortline dsg,2018,98220,18990,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infmnjy5nmxqnju1ntitu1revlrmufqifq._179qb1xmd0naamgvzk5slddm6_i2fje9lph0jv9zm8/image;s=320x240
polo,vw,vw polo 1.0 trendline,2019,71932,13990,gasolina,manual,none
polo,vw,vw polo 1.6 tdi trendline,2018,128444,14990,diesel,manual,none
clio,renault,renault clio 3.0 v6 sport,2002,23950,69500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injyndi2otvmawo5bc1tverwvexqvcj9.4wb9hmztnt8cj1dhmjsnnkpywsdhk9h1-_ldxryv658/image;s=320x240
polo,vw,vw polo,2017,97500,12990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im11nzlrmtfpdmv5cs1tverwvexqvcj9._cxchs9k5aaejxtdc7m85kco4uupsfi7y-lzk43hzdm/image;s=320x240
polo,vw,vw polo 1.0 confortline,2018,54000,13900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ine3ztl3exp1mjd5bdmtu1revlrmufqifq.kyiqpy0oj_jclxim44s-6-udwcmdlfevt2hviy8vkjy/image;s=320x240
clio,renault,renault clio 1.5 dci gt line,2018,128203,17250,diesel,manual,none
clio,renault,renault clio 1.5 dci limited edition,2019,83000,15250,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijjhdwgxmmv5adzvntmtu1revlrmufqifq.r5cs0m7gemvzvyvanru11lkdcoggfsoep6ikea86tm4/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2019,78704,14900,gasolina,manual,none
clio,renault,renault clio,2020,97250,16900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imphd3a4m21umdvoyzetu1revlrmufqifq.hrjkg7zgadcbkrunp0mftwnmddaym5hk6pfnn9-v1sk/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2018,100700,12890,gasolina,manual,none
clio,renault,renault clio sport tourer 0.9 tce limited,2020,62156,15499,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injpyzizz2q0yjh6mtitu1revlrmufqifq.6qec8ps7vxd0mrsh34goyefwgtr1rv8vauafh3l9gwm/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline,2019,113301,13400,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbiz3pwamt4zzlmmdetu1revlrmufqifq.gnsynzezfg0vdrake-sb3xsqoa2zt06cwlrmpjjqr28/image;s=320x240
clio,renault,renault clio 1.5 blue dci intens,2020,72900,17990,diesel,manual,none
clio,renault,renault clio 1.5 dci limited,2018,159270,12490,diesel,manual,none
clio,renault,renault clio 1.5 dci limited,2016,135500,12500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijc3d2nhdw9ly3byzditu1revlrmufqifq.rno36cwhruoammthxztlcufrqhpuh8rcavz5-r_3wdo/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2016,125872,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inv5y2fnnjn2ymrpyzitu1revlrmufqifq.gmxe4fehryaukiz_zaxxjmcp0ntjombljvkus5jcuvc/image;s=320x240
clio,renault,renault clio 1.5 blue dci intens,2020,87930,18900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijyxmgl3nnppahfqyi1tverwvexqvcj9.qm-vygvclu5hqj57lcwgenwuaaebl4o0xudoimwowog/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,34445,18750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inv1mmtuogh3awq3ns1tverwvexqvcj9.vxmkqsang5oqqvqkz7dlluoqegzrki_ko3y7tgw-dt4/image;s=320x240
clio,renault,renault clio 1.0 tce exclusive,2020,22240,18750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infuoxexc2rqd21kmzmtu1revlrmufqifq.a5rw15f-noca-foynuwasmgwokktxfcgaknghghewo8/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2019,73222,13900,diesel,manual,none
clio,renault,renault clio 1.0 tce exclusive,2021,59390,16250,gasolina,manual,none
clio,renault,renault clio 1.5 dci dynamique,2010,180000,7480,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijflawqxazdpdxi1zi1tverwvexqvcj9.bg0jmtq8vcq_4t8ap84fuazzpzlkzulmu1utiv51iq4/image;s=320x240
clio,renault,renault clio 1.5 dci confort,2016,107000,13950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbymgfqmhningl0bdetu1revlrmufqifq.tv3kvtpb-2bwgtz9drphxqx20nc0eexjbgibvrdu94s/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2017,112000,13250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbzb2hwmdzid2n4dtitu1revlrmufqifq.hpcnalvef-jih1jwdwwwoshnncihcnps4f9vffvdg4m/image;s=320x240
clio,renault,renault clio sce 75 experience,2020,52751,16900,gasolina,manual,none
polo,vw,vw polo 1.2 confortline,2005,42000,5980,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijn0axjtammwy2lrzs1tverwvexqvcj9.qsebz6wws-ixs03fr9m3sqfxpedc2bbdv0fqdf14yb4/image;s=320x240
polo,vw,vw polo 1.6 tdi confortline,2018,97888,14500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inm2cgo5zdd3a3jjay1tverwvexqvcj9.cyjmg3yizn4geeqd8ayaodylnyv3mblbjcoqxpxszng/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2019,79400,15500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imnhzdrncmpunmjryi1tverwvexqvcj9.poadfsbqioud1vzmhvyvopzteb1bn001knujjbs9cwe/image;s=320x240
clio,renault,renault clio dci 90 dynamique,2019,61000,14990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpxatnzmtvmc3lundmtu1revlrmufqifq.7_-0keuv5emb8iuybrhmxrfczvrb2ew1lisek6s6_u4/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,72473,16400,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ije0ync0bhz3z3rqzzetu1revlrmufqifq.mfq4ckuncrxaizrsunlvogorqsp-u8ahsjgxhsr4a8m/image;s=320x240
polo,vw,vw polo 1.3 gl,2001,134343,3750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inficmo4z2jlngq2dtitu1revlrmufqifq.xdqm_udqdznunspjxgoy1j6kxmgoozwdgayleme1xru/image;s=320x240
polo,vw,vw polo 1.0 tsi life,2021,44990,16950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inlsbhpoajv0zzfqetitu1revlrmufqifq.bkenv0hn21cjmptcjp42ftvlmfwnwvcmwbrmt84uaho/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2020,91000,19750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inc1m2c3ogw5yxuwmzmtu1revlrmufqifq.mch-aaitjqoczg-6u0g25ejsubailnvdhlltmqq5vry/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,109000,12900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inzpz3n2zgowzg84mdmtu1revlrmufqifq.dekdmmlsysxnau7kdg8q1tbdxgtkokvnvpvbehaae9s/image;s=320x240
clio,renault,renault clio 1.5 dci limited edition,2017,185000,13950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijhicwlzejczd2xwczetu1revlrmufqifq.ewhkhekjkjdbsbewhsdrgmtp0icqbnztpysfala1whq/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2019,111320,16900,diesel,manual,none
clio,renault,renault clio 1.0 tce exclusive,2019,83287,14000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im02znhiem01yml4etitu1revlrmufqifq.ocbwatyj5__kiqfieiy_imwcs00pa1ykzev8k4fpqmk/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2018,86000,12990,gasolina,manual,none
clio,renault,renault clio 1.5 dci initiale paris edc,2018,53100,18450,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im05m3jzz3zkn24wbditu1revlrmufqifq.ujw5ypjfzqz9_3irvirvlgm4pm5nbawbyx2c8fttwiw/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2019,102500,13450,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imj0mde5enltzzmzntetu1revlrmufqifq.y6patazombj8f56bm_-ymnzdd-r1vubhgqh7_c6l1bc/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2016,120000,12500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imq0ow80yzdwngtzcjetu1revlrmufqifq.cmxryyomixsnhnnbxttj-a1fpiuemgxkrq9kh8uju7g/image;s=320x240
polo,vw,vw polo 1.2 tdi confortline,2014,79000,12900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inhledcznzllcm94zditu1revlrmufqifq.xlmmokvtdmzh5crmyvbkjbcbalkq6xa1abukokerafe/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2020,56637,19250,diesel,manual,none
clio,renault,renault clio 1.5 blue dci intens,2021,59000,17950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6invydg93oxz1bhzpmjitu1revlrmufqifq.hioihopliovwrlieo7fguzpaoprrzrms4le0uzqpr_4/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2021,57000,14490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpwamnochu4eghyctetu1revlrmufqifq.3g5vqm7x6nknfzhdnpiwl18m3evynu8hn4_nusxa13m/image;s=320x240
clio,renault,renault clio,2017,125000,10900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpqmmgxyxvsy2zomtetu1revlrmufqifq.uootmoae8ehlinolyt3tn2anr_1m3ivjxrzkegewpwg/image;s=320x240
polo,vw,vw polo 1.6 tdi confortline bluemotion,2010,120000,10670,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijczz2k1mxhoetu5ejetu1revlrmufqifq.jfbppk1wzpnsnq6yuzxxa0_0_mejg3chtaex0fu7woi/image;s=320x240
polo,vw,vw polo 1.6 tdi trendline dsg,2010,101350,12370,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvumnpycgdrz3a4djetu1revlrmufqifq.ajty3maenlhbjcze1ww-mphb-gh7uyjqbcimqqpx2qe/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,86725,14990,diesel,manual,none
clio,renault,renault clio 1.0 tce intens,2020,81170,17500,gasolina,manual,none
clio,renault,renault clio 1.0 tce intens,2020,87000,16900,gasolina,manual,none
clio,renault,renault clio 1.0 tce intens,2020,83000,16900,gasolina,manual,none
polo,vw,vw polo 1.4 tdi confortline,2008,200852,4900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6immyzzjmzwtncho1mtetu1revlrmufqifq.fakszvjjqcairsm0bmvun5oni9uawhpdzxadypgmqi4/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2015,190000,10990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvkbml0z3bjctf0zdetu1revlrmufqifq.q8as8rmlde2lvnjxclwhkme_rmxwzfggzhbubdv5hf0/image;s=320x240
polo,vw,vw polo 1.0 trendline,2019,77749,13990,gasolina,manual,none
polo,vw,vw polo 1.4 tdi confortline nav,2015,199000,11990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ina4chdhcwntcnlnctmtu1revlrmufqifq.-oq1jy12lk9rtubpc6vf8dvm-3tfulm1-cjmd7fteq8/image;s=320x240
clio,renault,renault clio 0.9 tce limited edition,2019,43000,14499,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijztbxvjdw9lmzf1adetu1revlrmufqifq.blnvlesgda1qejscto66dzkqfnac_fzlqo8qt7harn8/image;s=320x240
polo,vw,vw polo,1992,193000,9750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indvew4wmtd1cwfknditu1revlrmufqifq.u0h27l61splyu8ykh0zvkpuxuqxx0p76wagxpaesnrq/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,74363,16980,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijawemt4nzh1zm1pztetu1revlrmufqifq.twidpexotf-lnacwcnpy403rahb6durpxsqyg96dpuo/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited,2020,85000,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imczbmnsz2g5ztjnyzitu1revlrmufqifq.-lfw-nzr4h2ayu9_csd32umu3kucgasnctbprn_n0go/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,147600,12750,diesel,manual,none
clio,renault,renault clio 1.0 tce limited,2022,1511,22990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inptmzgxywlzcjqybtetu1revlrmufqifq.ty7topomokjjxgnaodhvdwatoey8xr-l5hh-ysezoga/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2019,90342,14399,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbua2x1nzhnzhd1yzitu1revlrmufqifq.1a9olca-a21jfn8mhanwwys1ahdp6l7bwg2gjo23de0/image;s=320x240
clio,renault,renault clio sport tourer,2018,98000,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijzxnjy3bmrkzw1lmjetu1revlrmufqifq._ilju33i3is8zx6bvkfekk08bw-it_s0-qaavrfqpba/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2018,105187,14490,diesel,manual,none
clio,renault,renault clio tce 220 edc r.s. trophy,2017,63000,24990,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iml0cm1ucwhjz3nzds1tverwvexqvcj9.ycbx1o8rmueayhiiy-t3_fvmoboa5qf7jzvco6yr4m0/image;s=320x240
clio,renault,renault clio 1.2 tce gt j15,2010,145000,6990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inz2edb1ohzhb2rlbc1tverwvexqvcj9.l9le2fqrxjty1_ttfdqwgz8bjyokbkfvggfjjuddtx8/image;s=320x240
polo,vw,vw polo 1.0 trendline,2018,55000,14900,gasolina,manual,none
clio,renault,renault clio 0.9 tce limited edition,2019,63730,14900,gasolina,manual,none
polo,vw,vw polo 2.0 tsi gti dsg,2019,92000,25999,gasolina,automatica,none
polo,vw,vw polo 1.0 tsi confortline,2021,53603,16490,gasolina,manual,none
clio,renault,renault clio 0.9 tce limited,2019,55300,13900,gasolina,manual,none
