car_model,car_brand,car_full_name,registration_year,km_to_date,sale_price,fuel_type,transmission_type,sale_picture_link,car_age,km_age_ratio
a1,audi,audi a1,2016,104229,16400,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innuyzlpdtnsbgf1zzitu1revlrmufqifq.zjgclurlzn6rujtvsu1xf3izybrl2swcqxkk64mic4s/image;s=320x240,7,14889.857142857143
a1,audi,audi a1 sportback 1.4 tdi,2018,57336,18250,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imfvemcwbtfqyws5nzmtu1revlrmufqifq.lshkaiuj46cfldoodqgacllujtvf49iqiucrqe2bth8/image;s=320x240,5,11467.2
c3,citroen,citroen c3,2018,148200,13900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inezmhvpctruags5bs1tverwvexqvcj9.90bnqqe0cth1o2nwlou8md89057bcaa9n0qssf_csj0/image;s=320x240,5,29640.0
c3,citroen,citroen c3 1.2 puretech shine,2022,250,20990,gasolina,manual,none,1,250.0
a1,audi,audi a1,2018,133000,16990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imx1yzbnotz5b3q1aditu1revlrmufqifq.vcdckjru_1utyl6_hkbifizkd8nopl3wn7ji0lqegrk/image;s=320x240,5,26600.0
a1,audi,audi a1,2018,158000,15990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inbubzlkzgzjn2u2ajitu1revlrmufqifq.25ztopk5vpuadgglvytcnjci3n8wtaggxnvjl9w2ueg/image;s=320x240,5,31600.0
c3,citroen,citroen c3 1.2 puretech shine,2019,37200,15250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijd2zm85eww2bhfpyi1tverwvexqvcj9.bolqezbn1ync2dq-sboqdd0iehcgpozctqup69zmajo/image;s=320x240,4,9300.0
c3,citroen,citroen c3 1.2 puretech shine,2022,35200,17900,gasolina,manual,none,1,35200.0
a1,audi,audi a1 sportback,2016,101000,18990,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imeybza4enrrzwq1admtu1revlrmufqifq.u3ssllthdjecnqeigpheb_-3pvqfjkhgjj6fnsgryqc/image;s=320x240,7,14428.57142857143
a1,audi,audi a1 sportback 1.6 tdi business line,2015,105000,14000,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imt0zzllcgp1cwo4ns1tverwvexqvcj9.xiroxyfckeinnjx7eio5xcgnlfevk4sbxe8uhhna0eq/image;s=320x240,8,13125.0
a1,audi,audi a1 1.6 tdi sport edition s-line,2012,168000,12500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imyydmr3njrmb2rxlvnurfzutfbuin0.697yhfvvyicyzrti6akrborir4bo1iljnlrl8l_1ivw/image;s=320x240,11,15272.727272727272
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,28000,18900,gasolina,manual,none,1,28000.0
c3,citroen,citroen c3 pure tech feel,2018,69863,12500,gasolina,manual,none,5,13972.6
c3,citroen,citroen c3 1.2 puretech shine,2022,6337,17900,gasolina,manual,none,1,6337.0
c3,citroen,citroen c3 1.2 puretech feel,2019,66786,14999,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ine0nnp2bwvwagi0ay1tverwvexqvcj9.m2jevka0d2_w67lrwkl5clrrmbso80uspy-hglyf_8u/image;s=320x240,4,16696.5
c3,citroen,citroen c3 1.4 e-hdi air.seduction cmp,2015,97000,10980,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inhmn3dmymh4djg0btitu1revlrmufqifq.zhdc8grxtmxt8gzteyux6cmmwfekga7d_xqicalh0cg/image;s=320x240,8,12125.0
c3,citroen,citroen c3 1.2 puretech feel,2019,36247,14299,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpzoxr6enltew8xntitu1revlrmufqifq.z9fqx0n12qqkdqf7oriwkyja7xn48ux7ver0zeanizk/image;s=320x240,4,9061.75
c3,citroen,citroen c3 1.6 bluehdi exclusive,2017,149000,12999,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inzwdm1rnwvmyxu5atitu1revlrmufqifq.0x1ev9t6qnoksn2ky10eenrnzsqit4mtmzaijh-3e-k/image;s=320x240,6,24833.333333333332
a1,audi,audi a1 sportback 1.6 tdi s-line,2014,124000,16250,diesel,manual,none,9,13777.777777777777
c3,citroen,citroen c3 1.4 hdi airdream attraction,2014,150004,10400,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inm4nwszynnlyzfmdtetu1revlrmufqifq.7on3iekbfjuxfpcs7llc6c9a4k4dafxh7m_pwa68qag/image;s=320x240,9,16667.11111111111
c3,citroen,citroen c3 picasso 1.6 hdi exclusive airdream,2010,199000,7900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iji0nzfyehzmmxrjazitu1revlrmufqifq.qgvimlymfmiridwpshn8dptkmea-gbgxvagsk20e9r8/image;s=320x240,13,15307.692307692309
c3,citroen,citroen c3 1.2 puretech c-series,2023,50,18990,gasolina,manual,none,0,inf
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2023,50,21900,gasolina,manual,none,0,inf
c3,citroen,citroen c3 1.2 puretech c-series,2022,16223,16100,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ina1bnq0dnplb3bzcs1tverwvexqvcj9.9qe9iiy0qzbije0u33owqdm03uqjsrj4dj-ivwsplb0/image;s=320x240,1,16223.0
a1,audi,audi a1 sportback 1.6 tdi design,2017,90000,17500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzzcmvvchdsb293zzitu1revlrmufqifq.3_9kyaju3icv_9mvhrks811cuwgaopqndhyhuzynwc4/image;s=320x240,6,15000.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,13478,21500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im04azq5etfznxi3ytmtu1revlrmufqifq.1rwv7mk-qab-gqtmtiqot3my3rcptfmi1ptqepjq5a0/image;s=320x240,1,13478.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2023,11218,19500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1rc20yohpud294zdmtu1revlrmufqifq.fa2352nzycsyinprbgj0w6tgkdtwht7q_qr9qdun_wa/image;s=320x240,0,inf
c3,citroen,citroen c3 aircross 1.2 puretech feel eat6,2019,92955,17900,gasolina,automatica,none,4,23238.75
c3,citroen,citroen c3 1.2 vti seduction,2013,131400,9200,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijfozmc1zdz6y2hkodetu1revlrmufqifq.td-poobfv_dfknifshskajxdbzyx9ln3pr4zwa7zj2u/image;s=320x240,10,13140.0
c3,citroen,citroen c3 bluehdi s&s feel,2019,57662,15999,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijj4zddjmwf5nznxbditu1revlrmufqifq.xxtcn7im7jsw_fhkgvfk0eu5xvbhh_i0mdu4-r2h9tu/image;s=320x240,4,14415.5
c3,citroen,citroen c3 1.2 puretech shine,2022,16836,16450,gasolina,manual,none,1,16836.0
c3,citroen,citroen c3 1.6 bluehdi feel,2018,138000,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imi3zwloc3czcxdlytetu1revlrmufqifq.rufqxw1ihxnc2kbcsf1cjy_2fnqnir6uqmimg7yrmde/image;s=320x240,5,27600.0
a1,audi,audi a1 sportback 1.4 tdi sport,2017,99353,17400,diesel,manual,none,6,16558.833333333332
c3,citroen,citroen c3 picasso 1.6 hdi seduction,2012,194000,10500,diesel,manual,none,11,17636.363636363636
c3,citroen,citroen c3 1.2 puretech c-series,2021,29145,16950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imw5awxud2y0ohj0ny1tverwvexqvcj9.bnmflztqfbcsx7f3ck8wdqyywj8fiaw9iwunvwxp2iu/image;s=320x240,2,14572.5
c3,citroen,citroen c3 aircross 1.2 puretech feel,2022,20183,18240,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imtnc3g0ddn3dgzzotetu1revlrmufqifq.xpl9yno-is-va-_n39zaynncgcrcads5feoc0jdpt6a/image;s=320x240,1,20183.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,45000,18040,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpymwt3bxp6nhu0ddmtu1revlrmufqifq.nobsxqyby9yt67w9_518-yf_o1acdgcwtfklmhlosxg/image;s=320x240,1,45000.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,48000,17990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inkxb29idjb0cnntadmtu1revlrmufqifq.y8cbgaaunfm6vujx1miyh_wxmukwh2d5odqbt52zvgo/image;s=320x240,1,48000.0
a1,audi,audi a1,2018,130649,16750,gasolina,manual,none,5,26129.8
a1,audi,audi a1 1.2 tfsi s-line,2014,157000,14250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijg2mmjrenn4yw91ztetu1revlrmufqifq.rljlwdk8kzme5hr2ayg0ppqhengl1lc9jbcvbmwx1j8/image;s=320x240,9,17444.444444444445
c3,citroen,citroen c3 1.2 puretech attraction,2015,131000,9570,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijmymwx4bzm3aji0atitu1revlrmufqifq.wag6v5kwtcr-6cukcrf3cpqp06-y3e3qsjmf415flue/image;s=320x240,8,16375.0
c3,citroen,citroen c3 1.4 hdi airdream exclusive,2012,238000,9600,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6img5bgpuamfpy2i4dtetu1revlrmufqifq.rp-hz1xvt_yydyp5lsov8524grhhq-u7gw3zqezqt9u/image;s=320x240,11,21636.363636363636
c3,citroen,citroen c3 aircross 1.2 puretech shine eat6,2018,66000,18300,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6impyynlqexk0dzh3ddmtu1revlrmufqifq.z1jix_hpv6ykbow510vgftr0xau9qja8jczuwkagdfm/image;s=320x240,5,13200.0
a1,audi,audi a1 1.6 tdi s-line,2013,128000,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iml4ajzpyjqxm3q3otitu1revlrmufqifq.wtfgtfcf_ewyjyy9k2trepnktsdyoigsqm2w1y38t6y/image;s=320x240,10,12800.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,18977,19650,gasolina,manual,none,1,18977.0
a1,audi,audi a1 1.2 tfsi advance,2010,105800,10990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imnqdmx1cdd5cw91zs1tverwvexqvcj9.7hrgofr4hj10zumkn_tkojijh6aq8glcrvp9-bi25fy/image;s=320x240,13,8138.461538461538
c3,citroen,citroen c3 1.4 airdream seduction,2011,162152,7000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injszwv0etrzzxi2ntitu1revlrmufqifq.eg37c7cmpoj-s5rhmvgpxullmmywins_0w6e4wr-thy/image;s=320x240,12,13512.666666666666
c3,citroen,citroen c3 1.2 puretech live,2017,131000,13950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im0zndb4b3kyz3drnc1tverwvexqvcj9.usuvi5rlud2h_6gpl9brte6vrdsscppormesogxyzpu/image;s=320x240,6,21833.333333333332
c3,citroen,citroen c3,2018,56927,14599,gpl,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ims2bhv1oxfkazd3azmtu1revlrmufqifq.konpl2rz6-bvfwtpx3mazrr3myi_g3msg309ogbis0s/image;s=320x240,5,11385.4
c3,citroen,citroen c3 1.2 puretech feel,2017,78000,12490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injhbdnwmjm1mhoyazmtu1revlrmufqifq.oe5gv9d2fun9upvwuzxpfzqk0la_k4-osdulzk9zx7a/image;s=320x240,6,13000.0
c3,citroen,citroen c3 pure tech s&s eat6 feel,2020,23003,17250,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im11n2o5bnbknhv0mzetu1revlrmufqifq.jt4m8idepj6d-nc7rpjnucipcifvwk4ksiaiknoityc/image;s=320x240,3,7667.666666666667
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2023,100,21950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijg3cjzibtluz2l3yzitu1revlrmufqifq.p-bq9pqlan7chrumya3j5dn3jupuk2b0lhk0phczgg8/image;s=320x240,0,inf
c3,citroen,citroen c3,2019,147244,14500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ija5njmwmg8xewg1ctmtu1revlrmufqifq.duresfy7elrhduqkb_-3hh9vnkqiulvxaw4oq36egfo/image;s=320x240,4,36811.0
c3,citroen,citroen c3 1.2 puretech c-series,2022,20000,15800,gasolina,manual,none,1,20000.0
a1,audi,audi a1 1.6 tdi sport,2011,198783,11900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im0zyzhpnm1pogz1djmtu1revlrmufqifq.dpxuulvnbraj5rno9o0tcwepa6xxqstii13oasukqhc/image;s=320x240,12,16565.25
c3,citroen,citroen c3 1.2 puretech feel,2019,69592,14650,gasolina,manual,none,4,17398.0
c3,citroen,citroen c3 1.2 puretech feel,2017,128000,11990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inzsbhlloha1zmrnzzetu1revlrmufqifq.yrmqsb-n9bb3zpxu5or2hbdn0oigk4g-wbppvrphwfq/image;s=320x240,6,21333.333333333332
c3,citroen,citroen c3 1.2 puretech shine,2020,29480,14450,gasolina,manual,none,3,9826.666666666666
c3,citroen,citroen c3 aircross 1.2 puretech feel,2020,83000,14990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ini4zgrpmgrpzgppoc1tverwvexqvcj9.hip91kfzkpfspdd1ha3qpwhuduv3-wdmsueqpg94tqu/image;s=320x240,3,27666.666666666668
c3,citroen,citroen c3 aircross 1.2 puretech c-series eat6,2023,6052,24990,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpiajfhmtbnnjnqzjetu1revlrmufqifq.i3i5iuhpqsl07moewae6qv3jdik1q1c_vuhxxrrj8k8/image;s=320x240,0,inf
c3,citroen,citroen c3 1.2 puretech seduction,2014,114000,9450,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijc0njzua2wxyxj2ajitu1revlrmufqifq.cy_pp0fy4xxiltuortdtriyh5amjam8bus3qt2ckrzc/image;s=320x240,9,12666.666666666666
a1,audi,audi a1 1.6 tdi sport,2010,214000,11490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inhlymi1ywvwnty2djetu1revlrmufqifq.rqhrbri1nwph_u6u9x5ux0v2tmzbemrwfu5ollqedpo/image;s=320x240,13,16461.53846153846
a1,audi,audi a1 1.6 tdi sport,2013,167395,12990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im52dno3zw91bwcwnjetu1revlrmufqifq.t3jsusoaafyxse9lwralubagv5fbakefgs2dhq2z3jq/image;s=320x240,10,16739.5
c3,citroen,citroen c3 1.2 puretech feel,2017,99990,10990,gasolina,manual,none,6,16665.0
c3,citroen,citroen c3 1.2 puretech shine,2019,136858,14500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6img3zzj0cxk0atl3bjetu1revlrmufqifq.6n1_jg91vr2hqnhn1wmqdcohkk6oj33nfj7pat3447a/image;s=320x240,4,34214.5
a1,audi,audi a1 1.6 tdi sport,2011,229320,10990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injvb2t0ymmwejj2yzetu1revlrmufqifq.-kcxh2hvh5fzuv2eknagm5md73ubk1ww-ss7sqphv1g/image;s=320x240,12,19110.0
c3,citroen,citroen c3 1.0 puretech confort,2016,23000,12900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijf2awz6exzwbwtzdtitu1revlrmufqifq.h3zpbf2i4a0pr0czrt3zbag7pjelkcq5sxaooync-ni/image;s=320x240,7,3285.714285714286
c3,citroen,citroen c3 1.2 puretech c-series,2022,60114,16500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inz2ejhrytnlodflmi1tverwvexqvcj9.0tdusjhexjjxfsxyct5hupu1ywytv62h8zxqrv3kvsk/image;s=320x240,1,60114.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,14000,19900,gasolina,manual,none,1,14000.0
c3,citroen,citroen c3 aircross 1.5 bluehdi feel s&s,2020,59091,18500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imftdtbxcmx4cmg2zditu1revlrmufqifq.v_tghnsekbaf8yln1xlgwywt4ksinl3zwiyw1qf1byi/image;s=320x240,3,19697.0
a1,audi,audi a1 sportback 1.6 tdi s line edition,2012,180000,14900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inlnmtl0c2pjbw0wcy1tverwvexqvcj9.9nigaroitfrpkl2cmqljsn2ng-qnhtfpkqwcdtwbr0w/image;s=320x240,11,16363.636363636364
a1,audi,audi a1 sportback 25 tfsi advanced,2022,27714,22900,gasolina,manual,none,1,27714.0
c3,citroen,citroen c3 1.2 puretech c-series,2022,39034,15900,gasolina,manual,none,1,39034.0
c3,citroen,citroen c3 aircross 1.2 puretech feel pack,2022,28759,19250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im5rnwi1cwlnzm95dtitu1revlrmufqifq.atmswydyzhcnmuhfidsjeaaffb2_mphn4-80wg8wvyk/image;s=320x240,1,28759.0
c3,citroen,citroen c3 aircross 1.5 bluehdi feel s&s,2020,40042,19950,diesel,manual,none,3,13347.333333333334
c3,citroen,citroen c3 1.2 puretech shine,2022,7488,17990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijq4cxrmytrjmjnnmjmtu1revlrmufqifq.-da-sbgca3-nioyixmrmelgj_i3ji7_yw5eie25h4x8/image;s=320x240,1,7488.0
c3,citroen,citroen c3 1.4 hdi sx pack sensodrive,2008,87000,8490,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imy3ednoythjzwvkac1tverwvexqvcj9.q3bnpuik9oj4f7brbxybkwtvhkjww1qjan_lxitloaa/image;s=320x240,15,5800.0
a1,audi,audi a1 1.2 tfsi attraction,2013,159000,12250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijzhcgqym3o2dxk3zjmtu1revlrmufqifq.fumuqdduzb4gjzbtfg95s0ywyrgwhtyhvu36s9qin0y/image;s=320x240,10,15900.0
c3,citroen,citroen c3 1.2 puretech c-series,2020,62530,15400,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijc5d3k4ngdlegmxmzetu1revlrmufqifq.nctbczdhnyis8p-rjnuyhfc22jffyojjnx3h3nlkpi4/image;s=320x240,3,20843.333333333332
c3,citroen,citroen c3 aircross 1.2 puretech shine,2018,57447,15900,gasolina,manual,none,5,11489.4
c3,citroen,citroen c3 1.5 bluehdi c-series,2021,79000,16890,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imi3enbnohhrd3h6azitu1revlrmufqifq.sxk2udptvw2vdjnzgsgyrnu9z7fih_1u7fmmzuunvje/image;s=320x240,2,39500.0
a1,audi,audi a1 sportback 1.4 tdi s-line,2018,127000,19900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imjhndyyd3z1bglxndmtu1revlrmufqifq.b8rvdlonn66cpsobsejml5wlil6bbzeadhwp4u-jvoc/image;s=320x240,5,25400.0
a1,audi,audi a1 1.6 tdi s-line,2013,173500,13950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indsdzg3odfhemfuyjetu1revlrmufqifq.01sw52ydgd90wixmna36ap61byq045nci-cduboig4s/image;s=320x240,10,17350.0
c3,citroen,citroen c3 aircross 1.2 puretech feel,2018,26972,17500,gasolina,manual,none,5,5394.4
c3,citroen,citroen c3 aircross 1.2 puretech feel,2021,59510,17480,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imo5b2znadqwexmzyy1tverwvexqvcj9.q27h-lumnv4mmkcaa4zptpoco1er0orvlhx-y9q-ycg/image;s=320x240,2,29755.0
a1,audi,audi a1 sportback 25 tfsi,2020,48000,19590,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im5vcgu4eth0egppzs1tverwvexqvcj9.htt4ijxqa-p5i6jc2ohfcm1ey7l02lysvbrizuztj-c/image;s=320x240,3,16000.0
a1,audi,audi a1 sportback 25 tfsi advanced,2020,59664,20990,gasolina,manual,none,3,19888.0
c3,citroen,citroen c3,2021,37653,16500,gasolina,manual,none,2,18826.5
c3,citroen,citroen c3 1.2 puretech feel,2019,67000,12299,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijk1mjzza2cyagpqntitu1revlrmufqifq.e8oqozjlxe4j_xvedzpkuqpkhlbvl8abi2b41rt8bca/image;s=320x240,4,16750.0
c3,citroen,citroen c3 1.2 puretech shine,2021,14592,19500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im16odgxzmd6ehfxeditu1revlrmufqifq.0cssfkidvyzflo-ljxiqk87tjwsx4sa3baglwlyhjcq/image;s=320x240,2,7296.0
c3,citroen,citroen c3 1.5 bluehdi shine pack,2020,40600,16790,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijluztawnghsb2xwbditu1revlrmufqifq.tmndb-bd1nd4wvnm8donoe6tl1bg4_pcj9q8jh2wq_0/image;s=320x240,3,13533.333333333334
c3,citroen,citroen c3 1.2 puretech c-series,2023,9000,18290,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iju5dnnjympqognsyjmtu1revlrmufqifq.nmkd-anxrxub1aa5jhrw0atvygibnqxhpengw6yvvvu/image;s=320x240,0,inf
c3,citroen,citroen c3 1.5 bluehdi feel pack,2020,47868,14990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvuehftotlizxz3atmtu1revlrmufqifq.z_mf-kqaosittjlwqcaj25pjgkmqdp2480aj6qe6hky/image;s=320x240,3,15956.0
c3,citroen,citroen c3 aircross 1.2 puretech shine,2021,54901,18990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1pamj2btjzdxzubzetu1revlrmufqifq.h6bmqx7e4xwzu7xaucumyfleugkzqcmygv5kgc0vqbg/image;s=320x240,2,27450.5
a1,audi,audi a1 sportback 1.4 tdi design,2018,84671,18600,diesel,manual,none,5,16934.2
c3,citroen,citroen c3 1.2 puretech c-series,2022,56720,15990,gasolina,manual,none,1,56720.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2023,8630,19900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inazn25scnbldxzsejetu1revlrmufqifq.vurvee3a2vfk7c9_doarsbrhgtbu-jllzilpi_a0e4i/image;s=320x240,0,inf
c3,citroen,citroen c3 1.2 puretech c-series,2022,24415,16490,gasolina,manual,none,1,24415.0
c3,citroen,citroen c3 1.2 puretech feel,2018,74863,13900,gasolina,manual,none,5,14972.6
c3,citroen,citroen c3 1.2 puretech feel,2017,82348,12990,gasolina,manual,none,6,13724.666666666666
c3,citroen,citroen c3 1.2 puretech feel,2019,69574,12990,gasolina,manual,none,4,17393.5
c3,citroen,citroen c3 1.2 puretech c-series,2022,23,19450,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijc1amx3bzhjc3hhajitu1revlrmufqifq.eozeqgreihtmqovjeawjjpfudfot0eiv6k68ajdlvie/image;s=320x240,1,23.0
c3,citroen,citroen c3 1.2 puretech c-series,2021,40000,16690,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzwmdy5mw1xnji3btitu1revlrmufqifq.mbp9yjtmdz3lvgoft0wywf8wh6dtznyoptvv3em2ank/image;s=320x240,2,20000.0
c3,citroen,citroen c3 1.2 puretech shine,2022,7545,17900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvtddiwmgrueme3mtetu1revlrmufqifq.ise-dt-byvfgzgprkn5s3tnsfqt654spxqx4vxxdhcu/image;s=320x240,1,7545.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,13500,20990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imnjynnja2fldtf2yzmtu1revlrmufqifq.dfr2ekz09fhiq2tvv_6t8f2twrzo74lluozbguhodci/image;s=320x240,1,13500.0
c3,citroen,citroen c3 1.2 puretech c-series,2022,29639,15900,gasolina,manual,none,1,29639.0
a1,audi,audi a1 1.6 tdi s-line,2012,154000,13900,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijhunjn5awhnb2v3ejitu1revlrmufqifq.hme3smqkxueqczsttfgxrqsewghvuapp8r17_3iajkw/image;s=320x240,11,14000.0
c3,citroen,citroen c3 aircross bluehdi 120 stop & start feel,2018,98085,16250,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im00a3i0zjhrennidc1tverwvexqvcj9.emforbn4rx4p8q6ub2auk3hjd18ntemtta-7rjfh2bc/image;s=320x240,5,19617.0
a1,audi,audi a1,2011,107220,14500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im9qc2jzag02m2hqzy1tverwvexqvcj9.fobtixy9hwpa_bq78h9gpqzszljrnry_fm65nb-mzdm/image;s=320x240,12,8935.0
c3,citroen,citroen c3 aircross 1.5 bluehdi feel s&s,2020,83832,18490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imhscdrlytn6mg5hmditu1revlrmufqifq.3nqjkn0fdwechvkumgbjatcxicemylmgzgugdgsixd0/image;s=320x240,3,27944.0
c3,citroen,citroen c3 1.2 puretech feel,2018,76754,13490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imlwdthlewrin2tqbtmtu1revlrmufqifq.a3z2iqv7_ithfgpu0zqnovoctacqvl1zhotw6e9vwpm/image;s=320x240,5,15350.8
a1,audi,audi a1,2018,84000,18999,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inbyajvjdjzmown1zy1tverwvexqvcj9.8dfdwivusbu-c9ei5hjpug0paivvxr50v9a3g768dyo/image;s=320x240,5,16800.0
c3,citroen,citroen c3 1.2 puretech feel,2017,98000,14350,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inrkatrry3mzzno1ns1tverwvexqvcj9.zlrezldwqoshjbatm9g5d-yxeisptuepf_9kaxvj3m4/image;s=320x240,6,16333.333333333334
c3,citroen,citroen c3 aircross 1.5 bluehdi c-series,2021,27081,21650,diesel,manual,none,2,13540.5
c3,citroen,citroen c3,2020,20000,16000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbmaxf4adn1mxfpdzetu1revlrmufqifq.h1cuhlscko5jryrmmck_d3c6jkbv0njsc1uvmiupplk/image;s=320x240,3,6666.666666666667
